Número da pesquisa,Título,Link da pesquisa,Data,Local,Instituto de pesquisa,contém_religião,método
253,ANGÚSTIAS DO PAULISTANO,https://www.cesop.unicamp.br/por/banco_de_dados/v/1562,02/1991,SÃO PAULO-CAP/SP,DATAFOLHA,,
254,FORMULA 1 X FUTEBOL,https://www.cesop.unicamp.br/por/banco_de_dados/v/1563,02/1991,SÃO PAULO-CAP/SP,DATAFOLHA,,
255,PLANO ECONÔMICO - COLLOR 2 (AVALIAÇÃO - 1 MÊS),https://www.cesop.unicamp.br/por/banco_de_dados/v/1564,02/1991,SÃO PAULO-CAP/SP,DATAFOLHA,,
256,DOMINGO DO PAULISTANO/ HORÁRIO POLÍTICO,https://www.cesop.unicamp.br/por/banco_de_dados/v/1566,02/1991,SÃO PAULO-CAP/SP,DATAFOLHA,,
257,AVALIAÇÃO DO GOVERNO COLLOR,https://www.cesop.unicamp.br/por/banco_de_dados/v/1567,03/1991,BRASIL,DATAFOLHA,,
258,CÓDIGO DE DEFESA DO CONSUMIDOR,https://www.cesop.unicamp.br/por/banco_de_dados/v/1568,03/1991,SÃO PAULO-CAP/SP,DATAFOLHA,,
259,PLANO ECONÔMICO/ QUALIDADE DE VIDA/ SITUAÇÃO DO PAÍS/ ECONOMIA E CONSUMO,https://www.cesop.unicamp.br/por/banco_de_dados/v/1570,03/1991,BRASIL,IBOPE,,
260,CRISE EM SÃO PAULO/ AVALIAÇÃO DA PREFEITURA ( 2 ANOS e 4 MESES),https://www.cesop.unicamp.br/por/banco_de_dados/v/1571,03/1991,SÃO PAULO-CAP/SP,DATAFOLHA,,
261,PRESIDENTE COLLOR (1 ANO e 3 MESES)/ PLANO ECONÔMICO - COLLOR,https://www.cesop.unicamp.br/por/banco_de_dados/v/1573,04/1991,CAPITAIS (VÁRIAS),DATAFOLHA,,
262,REPÚBLICA X MONARQUIA,https://www.cesop.unicamp.br/por/banco_de_dados/v/1575,05/1991,SÃO PAULO-CAP/SP,DATAFOLHA,,
263,PARTICIPAÇÃO POLÍTICA / ONU,https://www.cesop.unicamp.br/por/banco_de_dados/v/1576,05/1991,BRASIL,IBOPE,,
265,AVALIAÇÃO ERUNDINA/ GREVE GERAL/ PENA DE MORTE,https://www.cesop.unicamp.br/por/banco_de_dados/v/1579,05/1991,SÃO PAULO-CAP/SP,DATAFOLHA,,
266,PLEBISCITO II - CONGRESSO NACIONAL,https://www.cesop.unicamp.br/por/banco_de_dados/v/1581,06/1991,DISTRITO FEDERAL/DF,DATAFOLHA,,
267,AVALIAÇÃO MARCÍLIO (1 MÊS)/ PLANO ECONÔMICO - COLLOR II (4 MESES),https://www.cesop.unicamp.br/por/banco_de_dados/v/1582,06/1991,SÃO PAULO-CAP/SP,DATAFOLHA,,
269,AVALIAÇÃO DO PLANO ECONÔMICO - COLLOR II (5 MESES)/ AVALIAÇÃO GOVERNO COLLOR (1 ANO e 3 MESES),https://www.cesop.unicamp.br/por/banco_de_dados/v/1584,06/1991,CAPITAIS (VÁRIAS),DATAFOLHA,,
270,AVALIAÇÃO GOVERNO COLLOR,https://www.cesop.unicamp.br/por/banco_de_dados/v/1585,08/1991,BRASIL,IBOPE,,
271,PROJETO RIO-ORLA,https://www.cesop.unicamp.br/por/banco_de_dados/v/1588,08/1991,RIO DE JANEIRO-CAP/RJ,IBOPE,,
272,PROFESSORES DE 1º E 2º GRAU - ESCOLA PÚBLICA,https://www.cesop.unicamp.br/por/banco_de_dados/v/1591,09/1991,SÃO PAULO-CAP/SP E RECIFE/PE,DATAFOLHA,,
273,CASAMENTO DO PRESIDENTE COLLOR,https://www.cesop.unicamp.br/por/banco_de_dados/v/1589,09/1991,SÃO PAULO-CAP/SP,DATAFOLHA,,
274,AVALIAÇÃO COLLOR (1 ANO E MEIO),https://www.cesop.unicamp.br/por/banco_de_dados/v/1592,09/1991,BRASIL,DATAFOLHA,,
275,LIBERAÇÃO DOS CRUZADOS,https://www.cesop.unicamp.br/por/banco_de_dados/v/1593,09/1991,SÃO PAULO-CAP/SP,DATAFOLHA,,
277,AVALIAÇÃO GOVERNO COLLOR / AVALIAÇÃO LÍDERES POLÍTICOS E PARTIDOS,https://www.cesop.unicamp.br/por/banco_de_dados/v/1595,09/1991,CAPITAIS (VÁRIAS),IBOPE,,
278,CORRUPÇÃO E PARTICIPAÇÃO POLÍTICA,https://www.cesop.unicamp.br/por/banco_de_dados/v/1596,09/1991,CAPITAIS (VÁRIAS),IBOPE,,
279,CASAMENTO,https://www.cesop.unicamp.br/por/banco_de_dados/v/1597,09/1991,SÃO PAULO-CAP/SP,DATAFOLHA,,
280,VENDEDORES AMBULANTES,https://www.cesop.unicamp.br/por/banco_de_dados/v/1598,09/1991,SÃO PAULO-CAP/SP,IBOPE,,
281,DESESTATIZAÇÃO,https://www.cesop.unicamp.br/por/banco_de_dados/v/1599,09/1991,SÃO PAULO-CAP/SP. RIO DE JANEIRO-CAP/RJ E BELO HORIZONTE/MG,IBOPE,,
282,PAPA JOÃO PAULO II E OS CATÓLICOS,https://www.cesop.unicamp.br/por/banco_de_dados/v/1600,10/1991,CAPITAIS (VÁRIAS),DATAFOLHA,,
283,PESQUISA COM COMERCIANTES,https://www.cesop.unicamp.br/por/banco_de_dados/v/1601,10/1991,SÃO PAULO-CAP/SP,IBOPE,,
284,VENDEDORES AMBULANTES,https://www.cesop.unicamp.br/por/banco_de_dados/v/1602,10/1991,SÃO PAULO-CAP/SP,IBOPE,,
286,COMPRA DE IMÓVEIS,https://www.cesop.unicamp.br/por/banco_de_dados/v/1603,10/1991,SÃO PAULO-CAP/SP,DATAFOLHA,,
287,PRIVATIZAÇÃO DA USIMINAS,https://www.cesop.unicamp.br/por/banco_de_dados/v/1605,10/1991,MINAS GERAIS/MG,DATAFOLHA,,
289,OPERÁRIOS DO ABC,https://www.cesop.unicamp.br/por/banco_de_dados/v/1609,11/1991,ABC/SP,DATAFOLHA,,
290,SATISFAÇÃO NO TRABALHO,https://www.cesop.unicamp.br/por/banco_de_dados/v/1611,11/1991,SÃO PAULO-CAP/SP,DATAFOLHA,,
291,FREQUENTADORES DE SHOPPING,https://www.cesop.unicamp.br/por/banco_de_dados/v/1613,11/1991,SÃO PAULO-CAP/SP,DATAFOLHA,,
292,MEDO DAS CRIANÇAS,https://www.cesop.unicamp.br/por/banco_de_dados/v/1614,11/1991,SÃO PAULO-CAP/SP,DATAFOLHA,,
294,BEIJO,https://www.cesop.unicamp.br/por/banco_de_dados/v/1616,11/1991,SÃO PAULO-CAP/SP,DATAFOLHA,,
295,IMAGEM DO BRASIL ENTRE SEUS VISITANTES,https://www.cesop.unicamp.br/por/banco_de_dados/v/1617,12/1991,SÃO PAULO-CAP/SP E RIO DE JANEIRO-CAP/RJ,DATAFOLHA,,
296,AVALIAÇÃO COLLOR (1 ANO E 9 MESES) / PLANO ECONÔMICO - COLLOR,https://www.cesop.unicamp.br/por/banco_de_dados/v/1618,11/1991,CAPITAIS (VÁRIAS),DATAFOLHA,,
297,AVALIAÇÃO GOVERNO COLLOR / INFLAÇÃO / PREVIDÊNCIA,https://www.cesop.unicamp.br/por/banco_de_dados/v/1619,01/1992,BRASIL,IBOPE,,
298,AVALIAÇÃO COLLOR - 2 ANOS,https://www.cesop.unicamp.br/por/banco_de_dados/v/1620,02/1992,BRASIL,DATAFOLHA,,
299,REFORMA MINISTERIAL,https://www.cesop.unicamp.br/por/banco_de_dados/v/1621,04/1992,SÃO PAULO-CAP/SP,DATAFOLHA,,
300,REFORMA MINISTERIAL II,https://www.cesop.unicamp.br/por/banco_de_dados/v/1361,04/1992,SÃO PAULO-CAP/SP,DATAFOLHA,,
301,AVALIAÇÃO COLLOR/ REFORMA MINISTERIAL/ CONFIANÇA NAS INSTITUIÇÕES,https://www.cesop.unicamp.br/por/banco_de_dados/v/1362,04/1992,BRASIL,IBOPE,,
302,ECO-92,https://www.cesop.unicamp.br/por/banco_de_dados/v/1363,04/1992,RIO DE JANEIRO-CAP/RJ,DATAFOLHA,,
303,PEDRO COLLOR X PC FARIAS,https://www.cesop.unicamp.br/por/banco_de_dados/v/1364,05/1992,SÃO PAULO-CAP/SP,DATAFOLHA,,
304,PEDRO COLLOR – ACUSAÇÕES COLLOR,https://www.cesop.unicamp.br/por/banco_de_dados/v/1365,05/1992,BRASIL,IBOPE,,
305,PEDRO COLLOR X PC FARIAS - B,https://www.cesop.unicamp.br/por/banco_de_dados/v/1366,06/1992,SÃO PAULO-CAP/SP,DATAFOLHA,,
306,IMPEACHMENT COLLOR,https://www.cesop.unicamp.br/por/banco_de_dados/v/1367,07/1992,DISTRITO FEDERAL/DF,DATAFOLHA,,
309,IMPEACHMENT COLLOR III,https://www.cesop.unicamp.br/por/banco_de_dados/v/1370,08/1992,CAPITAIS DO BRASIL E CIDADES DO INTERIOR DE SÃO PAULO,DATAFOLHA,,
310,IMPEACHMENT COLLOR,https://www.cesop.unicamp.br/por/banco_de_dados/v/1371,08/1992,BRASIL,IBOPE,,
311,IMPEACHMENT COLLOR IV,https://www.cesop.unicamp.br/por/banco_de_dados/v/1372,08/1992,SÃO PAULO-CAP/SP,DATAFOLHA,,
312,ORGULHO E VERGONHA DO BRASILEIRO II,https://www.cesop.unicamp.br/por/banco_de_dados/v/1373,09/1992,BRASIL,DATAFOLHA,,
313,POLÍTICOS QUE DEVERIAM TER A AVALIAÇÃO DE VIDA INVESTIGADA,https://www.cesop.unicamp.br/por/banco_de_dados/v/1375,09/1992,SÃO PAULO-CAP/SP,DATAFOLHA,,
314,MATANÇA NA CASA DE DETENÇÃO,https://www.cesop.unicamp.br/por/banco_de_dados/v/1376,10/1992,SÃO PAULO-CAP/SP,DATAFOLHA,,
315,GOVERNO ITAMAR (3 MESES),https://www.cesop.unicamp.br/por/banco_de_dados/v/1377,12/1992,BRASIL,DATAFOLHA,,
317,AVALIAÇÃO MALUF (1 MÊS),https://www.cesop.unicamp.br/por/banco_de_dados/v/1379,01/1993,SÃO PAULO-CAP/SP,DATAFOLHA,,
318,PENA DE MORTE/ PLEBISCITO,https://www.cesop.unicamp.br/por/banco_de_dados/v/1380,02/1993,BRASIL,DATAFOLHA,,
319,AVALIAÇÃO MALUF/ PROPAGANDA PLEBISCITO/ AVALIAÇÃO CARNAVAL 93,https://www.cesop.unicamp.br/por/banco_de_dados/v/1381,02/1993,SÃO PAULO-CAP/SP,DATAFOLHA,,
320,AVALIAÇÃO ITAMAR/ PLEBISCITO/ AIDS/ CAMPANHA CERVEJA/ CARNAVAL,https://www.cesop.unicamp.br/por/banco_de_dados/v/1382,03/1993,BRASIL,DATAFOLHA,,
321,AVALIAÇÃO ITAMAR/ TROCA MINISTRO DA FAZENDA/ VOTO PRESIDENTE,https://www.cesop.unicamp.br/por/banco_de_dados/v/1383,03/1993,BRASIL,DATAFOLHA,,
322,AVALIAÇÃO ITAMAR FRANCO (6 MESES) - CULTURA POLÍTICA IV - PLEBISCITO V - CEDEC,https://www.cesop.unicamp.br/por/banco_de_dados/v/1384,03/1993,BRASIL,DATAFOLHA,,
323,PLEBISCITO - SISTEMA E FORMA DE GOVERNO,https://www.cesop.unicamp.br/por/banco_de_dados/v/1385,03/1993,BRASIL,IBOPE,,
324,AVALIAÇÃO MALUF (3 MESES),https://www.cesop.unicamp.br/por/banco_de_dados/v/1386,03/1993,SÃO PAULO-CAP/SP,DATAFOLHA,,
325,PLEBISCITO / SINDICATOS,https://www.cesop.unicamp.br/por/banco_de_dados/v/1387,04/1993,BRASIL,IBOPE,,
326,HOMOSSEXUALIDADE / PLEBISCITO,https://www.cesop.unicamp.br/por/banco_de_dados/v/1388,04/1993,BRASIL,IBOPE,,
327,AVALIAÇÃO ITAMAR FRANCO/ CONGRESSO NACIONAL,https://www.cesop.unicamp.br/por/banco_de_dados/v/1389,04/1993,BRASIL,DATAFOLHA,,
328,INTENÇÃO DE VOTO PRESIDENTE/ CORRUPÇÃO,https://www.cesop.unicamp.br/por/banco_de_dados/v/1390,05/1993,BRASIL,DATAFOLHA,,
329,SUCESSÃO PRESIDENCIAL/ AVALIAÇÃO ITAMAR/ AVALIAÇÃO GOVERNO/ MONOPÓLIO (PETRÓLEO E TELECOMUNICAÇÕES),https://www.cesop.unicamp.br/por/banco_de_dados/v/1391,06/1993,BRASIL,DATAFOLHA,,
330,AVALIAÇÃO PREFEITO (6 MESES),https://www.cesop.unicamp.br/por/banco_de_dados/v/1392,06/1993,CAPITAIS (VÁRIAS),DATAFOLHA,,
331,AVALIAÇÃO PREFEITO/ AVALIAÇÃO FLEURY/ AVALIAÇÃO ITAMAR/ INTENÇÃO DE VOTO PARA PRESIDENTE/ INTENÇÃO DE VOTO PARA GOVERNADOR,https://www.cesop.unicamp.br/por/banco_de_dados/v/1393,07/1993,SANTO ANDRÉ/SP,DATAFOLHA,,
332,AVALIAÇÃO MALUF (7 MESES)/ CÂMARA MUNICIPAL,https://www.cesop.unicamp.br/por/banco_de_dados/v/1394,08/1993,SÃO PAULO-CAP/SP,DATAFOLHA,,
333,AVALIAÇÃO ITAMAR/ AVALIAÇÃO CONGRESSO NACIONAL/ AVALIAÇÃO FERNANDO HENRIQUE CARDOSO,https://www.cesop.unicamp.br/por/banco_de_dados/v/1395,08/1993,BRASIL,DATAFOLHA,,
334,SEPARATISMO,https://www.cesop.unicamp.br/por/banco_de_dados/v/1396,08/1993,BRASIL,IBOPE,,
335,AVALIAÇÃO ITAMAR FRANCO (1 ANO),https://www.cesop.unicamp.br/por/banco_de_dados/v/1397,09/1993,BRASIL,DATAFOLHA,,
336,AVALIAÇÃO GOVERNADOR (2 ANOS)/ VOTO PARA O GOVERNO E SENADO,https://www.cesop.unicamp.br/por/banco_de_dados/v/1398,09/1993,PERNAMBUCO/PE,DATAFOLHA,,
337,ESCÂNDALO DO ORÇAMENTO,https://www.cesop.unicamp.br/por/banco_de_dados/v/1400,10/1993,SÃO PAULO-CAP/SP,DATAFOLHA,,
338,AVALIAÇÃO GOVERNADOR,https://www.cesop.unicamp.br/por/banco_de_dados/v/1401,01/1994,SANTA CATARINA/SC,IBOPE,,
339,AVALIAÇÃO GOVERNO ITAMAR/ INTENÇÃO DE VOTO,https://www.cesop.unicamp.br/por/banco_de_dados/v/1402,02/1994,BRASIL,IBOPE,,
340,AVALIAÇÃO GOVERNO ESTADUAL,https://www.cesop.unicamp.br/por/banco_de_dados/v/1403,03/1994,BAHIA/BA,IBOPE,,
341,AVALIAÇÃO GOVERNO ITAMAR/ INTENÇÃO DE VOTO,https://www.cesop.unicamp.br/por/banco_de_dados/v/1404,03/1994,BRASIL,IBOPE,,
342,AVALIAÇÃO GOVERNO ESTADUAL,https://www.cesop.unicamp.br/por/banco_de_dados/v/1405,03/1994,PARANÁ/PR,IBOPE,,
343,INTENÇÃO DE VOTO PARA PRESIDENTE DA REPÚBLICA,https://www.cesop.unicamp.br/por/banco_de_dados/v/1406,03/1994,BRASIL,IBOPE,,
344,INTENÇÃO DE VOTO PARA PRESIDENTE DA REPÚBLICA,https://www.cesop.unicamp.br/por/banco_de_dados/v/1407,04/1994,BRASIL,IBOPE,,
345,INTENÇÃO DE VOTO PARA PRESIDENTE,https://www.cesop.unicamp.br/por/banco_de_dados/v/1408,05/1994,BRASIL,DATAFOLHA,,
347,INTENÇÃO DE VOTO PARA PRESIDENTE,https://www.cesop.unicamp.br/por/banco_de_dados/v/1409,06/1994,BRASIL,DATAFOLHA,,
348,INTENÇÃO DE VOTO PARA PRESIDENTE,https://www.cesop.unicamp.br/por/banco_de_dados/v/1410,06/1994,BRASIL,IBOPE,,
349,INTENÇÃO DE VOTO PRESIDENTE/ INTENÇÃO DE VOTO GOVERNADOR/ INTENÇÃO DE VOTO SENADOR,https://www.cesop.unicamp.br/por/banco_de_dados/v/1411,07/1994,GOIÁS/GO,IBOPE,,
350,INTENÇÃO DE VOTO PRESIDENTE/ INTENÇÃO DE VOTO GOVERNADOR/ INTENÇÃO DE VOTO SENADOR,https://www.cesop.unicamp.br/por/banco_de_dados/v/1412,07/1994,PARÁ/PA,IBOPE,,
352,INTENÇÃO DE VOTO PARA PRESIDENTE,https://www.cesop.unicamp.br/por/banco_de_dados/v/1413,07/1994,BRASIL,DATAFOLHA,,
353,INTENÇÃO DE VOTO PARA PRESIDENTE/ GOVERNADOR/ SENADOR,https://www.cesop.unicamp.br/por/banco_de_dados/v/1414,07/1994,BRASIL,DATAFOLHA,,
355,AVALIAÇÃO GOVERNO ITAMAR/ INTENÇÃO DE VOTO PRESIDENTE,https://www.cesop.unicamp.br/por/banco_de_dados/v/1415,07/1994,BRASIL,IBOPE,,
357,AVALIAÇÃO GOVERNO ESTADUAL/ INTENÇÃO DE VOTO PRESIDENTE/GOVERNADOR/SENADOR,https://www.cesop.unicamp.br/por/banco_de_dados/v/1416,07/1994,MATO GROSSO/MT,IBOPE,,
358,INTENÇÃO DE VOTO PRESIDENTE,https://www.cesop.unicamp.br/por/banco_de_dados/v/1417,07/1994,BRASIL,DATAFOLHA,,
359,AVALIAÇÃO GOVERNO ESTADUAL/ INTENÇÃO DE VOTO PRESIDENTE/GOVERNADOR/SENADOR/ DEPUTADO ESTADUAL/DEPUTADO FEDERAL,https://www.cesop.unicamp.br/por/banco_de_dados/v/1418,07/1994,ALAGOAS/AL,IBOPE,,
360,AVALIAÇÃO GOVERNO ESTADUAL/  INTENÇÃO DE VOTO PRESIDENTE/GOVERNADOR/SENADOR,https://www.cesop.unicamp.br/por/banco_de_dados/v/1419,07/1994,TOCANTINS/TO,IBOPE,,
361,AVALIAÇÃO GOVERNO ESTADUAL/  INTENÇÃO DE VOTO PRESIDENTE/GOVERNADOR/SENADOR,https://www.cesop.unicamp.br/por/banco_de_dados/v/1420,08/1994,MATO GROSSO DO SUL/MS,IBOPE,,
362,AVALIAÇÃO GOVERNO ESTADUAL/  INTENÇÃO DE VOTO PRESIDENTE/GOVERNADOR/SENADOR,https://www.cesop.unicamp.br/por/banco_de_dados/v/1421,08/1994,RIO GRANDE DO NORTE/RN,IBOPE,,
363,AVALIAÇÃO GOVERNO ESTADUAL/  INTENÇÃO DE VOTO PRESIDENTE/GOVERNADOR/SENADOR,https://www.cesop.unicamp.br/por/banco_de_dados/v/1422,08/1994,CEARÁ/CE,IBOPE,,
364,INTENÇÃO DE VOTO PARA PRESIDENTE,https://www.cesop.unicamp.br/por/banco_de_dados/v/1423,08/1994,BRASIL,DATAFOLHA,,
365,AVALIAÇÃO GOVERNO ESTADUAL/  INTENÇÃO DE VOTO PRESIDENTE/GOVERNADOR/SENADOR,https://www.cesop.unicamp.br/por/banco_de_dados/v/1424,08/1994,PERNAMBUCO/PE,IBOPE,,
366,INTENÇÃO DE VOTO PRESIDENTE,https://www.cesop.unicamp.br/por/banco_de_dados/v/1425,08/1994,BRASIL,IBOPE,,
367,SATISFAÇÃO E EXPECTATIVA PESSOAL/DO PAÍS,https://www.cesop.unicamp.br/por/banco_de_dados/v/1426,08/1994,BRASIL,IBOPE,,
368,INTENÇÃO DE VOTO PARA PRESIDENTE,https://www.cesop.unicamp.br/por/banco_de_dados/v/1427,08/1994,BRASIL,DATAFOLHA,,
369,INTENÇÃO DE VOTO PARA PRESIDENTE,https://www.cesop.unicamp.br/por/banco_de_dados/v/1428,08/1994,BRASIL,DATAFOLHA,,
370,AVALIAÇÃO GOVERNO ESTADUAL/  INTENÇÃO DE VOTO PRESIDENTE/GOVERNADOR/SENADOR,https://www.cesop.unicamp.br/por/banco_de_dados/v/1429,08/1994,AMAZONAS/AM,IBOPE,,
371,INTENÇÃO DE VOTO PARA PRESIDENTE,https://www.cesop.unicamp.br/por/banco_de_dados/v/1430,09/1994,BRASIL,IBOPE,,
372,INTENÇÃO DE VOTO PARA PRESIDENTE,https://www.cesop.unicamp.br/por/banco_de_dados/v/1431,09/1994,BRASIL,DATAFOLHA,,
373,INTENÇÃO DE VOTO PARA PRESIDENTE E PLANO REAL,https://www.cesop.unicamp.br/por/banco_de_dados/v/1432,09/1994,BRASIL,DATAFOLHA,,
374,"INTENÇÃO DE VOTO PARA PRESIDENTE, SENADOR E GOVERNADOR/ AVALIAÇÃO SENADORES E DEPUTADOS FEDERAIS/ PLANO REAL/ PROPAGANDA ELEITORAL",https://www.cesop.unicamp.br/por/banco_de_dados/v/1433,09/1994,BRASIL,DATAFOLHA,,
375,INTENÇÃO DE VOTO PARA PRESIDENTE,https://www.cesop.unicamp.br/por/banco_de_dados/v/1434,09/1994,BRASIL,IBOPE,,
376,INTENÇÃO DE VOTO PARA PRESIDENTE E PLANO REAL,https://www.cesop.unicamp.br/por/banco_de_dados/v/1435,09/1994,BRASIL,DATAFOLHA,,
377,INTENÇÃO DE VOTO PARA PRESIDENTE/ GOVERNADOR/ SENADOR,https://www.cesop.unicamp.br/por/banco_de_dados/v/1436,09/1994,BRASIL,DATAFOLHA,,
378,INTENÇÃO DE VOTO PARA PRESIDENTE,https://www.cesop.unicamp.br/por/banco_de_dados/v/1437,10/1994,BRASIL,IBOPE,,
379,INTENÇÃO DE VOTO PARA PRESIDENTE/ GOVERNADOR/ SENADOR,https://www.cesop.unicamp.br/por/banco_de_dados/v/1438,09/1994,BRASIL,DATAFOLHA,,
380,INTENÇÃO DE VOTO GOVERNADOR,https://www.cesop.unicamp.br/por/banco_de_dados/v/1439,10/1994,MINAS GERAIS/MG,IBOPE,,
381,INTENÇÃO DE VOTO GOVERNADOR / LOCAIS TURÍSTICOS,https://www.cesop.unicamp.br/por/banco_de_dados/v/1440,10/1994,ESPÍRITO SANTO/ES,IBOPE,,
382,AVALIAÇÃO GOVERNO ESTADUAL/ INTENÇÃO DE VOTO GOVERNADOR,https://www.cesop.unicamp.br/por/banco_de_dados/v/1441,10/1994,SERGIPE/SE,IBOPE,,
383,AVALIAÇÃO GOVERNO ESTADUAL/ INTENÇÃO DE VOTO GOVERNADOR,https://www.cesop.unicamp.br/por/banco_de_dados/v/1442,10/1994,DISTRITO FEDERAL/DF,IBOPE,,
384,AVALIAÇÃO GOVERNO ESTADUAL/ INTENÇÃO DE VOTO GOVERNADOR,https://www.cesop.unicamp.br/por/banco_de_dados/v/1443,10/1994,RIO GRANDE DO SUL/RS,IBOPE,,
385,AVALIAÇÃO GOVERNO ESTADUAL/ INTENÇÃO DE VOTO GOVERNADOR,https://www.cesop.unicamp.br/por/banco_de_dados/v/1444,10/1994,RONDÔNIA/RO,IBOPE,,
386,AVALIAÇÃO GOVERNO ESTADUAL/ INTENÇÃO DE VOTO GOVERNADOR,https://www.cesop.unicamp.br/por/banco_de_dados/v/1445,10/1994,SÃO PAULO/SP,IBOPE,,
387,IDENTIDADE BRASILEIRA E VALORES,https://www.cesop.unicamp.br/por/banco_de_dados/v/1446,11/1994,BRASIL,IBOPE,,
388,AVALIAÇÃO GOVERNO ITAMAR,https://www.cesop.unicamp.br/por/banco_de_dados/v/1447,11/1994,BRASIL,IBOPE,,
389,CIGARROS NOS RESTAURANTES / CASO LUCENA,https://www.cesop.unicamp.br/por/banco_de_dados/v/1448,01/1995,SÃO PAULO-CAP/SP,DATAFOLHA,,
390,CIGARROS NOS RESTAURANTES,https://www.cesop.unicamp.br/por/banco_de_dados/v/2407,01/1995,SÃO PAULO/CAP,DATAFOLHA,,
392,AVALIAÇÃO FERNANDO HENRIQUE/ AVALIAÇÃO PLANO ECONÔMICO - REAL,https://www.cesop.unicamp.br/por/banco_de_dados/v/1449,01/1995,BRASIL,DATAFOLHA,,
393,SATISFAÇÃO COM O CORPO,https://www.cesop.unicamp.br/por/banco_de_dados/v/1450,02/1995,SÃO PAULO-CAP/SP E RIO DE JANEIRO-CAP/RJ,DATAFOLHA,,
394,AUMENTO DAS ALÍQUOTAS SOBRE CARROS NACIONAIS E IMPORTADOS,https://www.cesop.unicamp.br/por/banco_de_dados/v/1451,02/1995,SÃO PAULO-CAP/SP,DATAFOLHA,,
