IDADE,FX_ID,SEXO,ESCOLARIDADE,OCUPACAO,CLASSE_SOCIAL,P1A,P1B,P1C,P1D,P1E,P1F,P1G,P1H,P2_1,P2_2,p2_3,P3_1,P3_2,P3_3,P3_4,P3_5,P3_6,P3_7,P4_1,P4_2,p4_3,P5A,P5B,P5C,P5D,P5E,P5F,P5G,P5H,P5I,P6_1,P6_2,P6_3,P7A,P7B,P7C,P7D,RACA,RELIGIAO,RENDA1,RENDA2,REGIAO,TIPO_COLETA,AMOSTRA,FATOR_POND,ID
66.0,5.0,2.0,1.0,2.0,6.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,7.0,8.0,9.0,1.0,2.0,3.0,4.0,6.0,7.0,,2.0,3.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,1.0,3.0,3.0,2.0,1.0,3.0,3.0,1.0,6.0,6.0,8.0,4.0,1.0,0.6630224025451943,155795659.0
24.0,1.0,2.0,12.0,2.0,6.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,,,3.0,6.0,,,,,,2.0,5.0,,1.0,4.0,4.0,1.0,4.0,1.0,4.0,4.0,1.0,4.0,5.0,99.0,2.0,1.0,1.0,1.0,1.0,20.0,98.0,6.0,8.0,4.0,2.0,0.7514702195968755,155795660.0
31.0,2.0,2.0,16.0,1.0,4.0,99.0,2.0,99.0,2.0,1.0,2.0,1.0,99.0,99.0,,,1.0,2.0,3.0,4.0,6.0,7.0,,99.0,,,2.0,2.0,99.0,99.0,99.0,99.0,99.0,2.0,2.0,3.0,7.0,1.0,99.0,99.0,99.0,99.0,1.0,1.0,4.0,4.0,1.0,4.0,2.0,0.16189367663680562,155796525.0
43.0,3.0,2.0,15.0,1.0,4.0,1.0,1.0,1.0,2.0,1.0,99.0,1.0,2.0,5.0,,,6.0,,,,,,,2.0,,,2.0,1.0,4.0,1.0,3.0,2.0,2.0,2.0,2.0,5.0,3.0,6.0,1.0,1.0,1.0,1.0,1.0,1.0,6.0,3.0,6.0,4.0,2.0,0.5711775060742256,155798010.0
32.0,2.0,1.0,16.0,1.0,4.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,5.0,7.0,9.0,1.0,,,,,,,6.0,,,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,4.0,7.0,1.0,2.0,1.0,1.0,1.0,5.0,99.0,99.0,8.0,4.0,1.0,0.7947940090671234,155798607.0
65.0,5.0,1.0,16.0,1.0,1.0,99.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,7.0,4.0,99.0,,,,,,,3.0,4.0,,1.0,1.0,1.0,3.0,2.0,2.0,3.0,4.0,2.0,99.0,,,1.0,1.0,2.0,2.0,1.0,1.0,4.0,4.0,8.0,4.0,2.0,1.0644770984719465,155798999.0
60.0,5.0,1.0,16.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,99.0,1.0,1.0,2.0,3.0,5.0,1.0,2.0,4.0,5.0,6.0,,,6.0,2.0,3.0,1.0,1.0,1.0,1.0,4.0,1.0,1.0,1.0,1.0,7.0,5.0,4.0,1.0,1.0,1.0,1.0,2.0,16.0,4.0,3.0,1.0,4.0,2.0,0.222547785574371,155800566.0
55.0,5.0,1.0,8.0,1.0,5.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,5.0,2.0,,2.0,5.0,,,,,,6.0,5.0,,1.0,1.0,1.0,1.0,4.0,1.0,1.0,4.0,1.0,6.0,3.0,2.0,1.0,1.0,99.0,1.0,1.0,1.0,5.0,4.0,6.0,4.0,2.0,0.8577242794988088,155806319.0
55.0,5.0,1.0,7.0,2.0,6.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,9.0,3.0,,2.0,4.0,,,,,,4.0,2.0,,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,4.0,3.0,6.0,1.0,1.0,2.0,1.0,2.0,1.0,98.0,5.0,6.0,4.0,2.0,0.85925189374485,155806320.0
41.0,3.0,1.0,14.0,1.0,4.0,99.0,2.0,99.0,2.0,2.0,2.0,1.0,2.0,99.0,,,99.0,,,,,,,99.0,,,99.0,99.0,99.0,99.0,1.0,99.0,3.0,3.0,99.0,97.0,,,2.0,2.0,2.0,2.0,1.0,20.0,5.0,5.0,2.0,4.0,2.0,1.5868317781158479,155806572.0
74.0,5.0,1.0,16.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,4.0,,,6.0,,,,,,,2.0,4.0,,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,97.0,,,2.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,6.0,4.0,2.0,1.056153005881698,155807125.0
56.0,5.0,1.0,11.0,2.0,6.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,5.0,7.0,,5.0,,,,,,,2.0,,,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,3.0,5.0,7.0,1.0,1.0,2.0,2.0,3.0,99.0,98.0,6.0,4.0,4.0,1.0,0.9261143038930603,155808657.0
55.0,5.0,1.0,10.0,2.0,5.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,3.0,1.0,4.0,99.0,,,,,,,99.0,,,4.0,3.0,3.0,4.0,4.0,3.0,4.0,4.0,4.0,97.0,,,1.0,1.0,1.0,1.0,3.0,1.0,98.0,99.0,2.0,4.0,1.0,0.5280449764006774,155809094.0
44.0,3.0,1.0,13.0,2.0,5.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,6.0,5.0,2.0,7.0,,,,,,5.0,2.0,1.0,1.0,2.0,1.0,1.0,4.0,1.0,2.0,1.0,1.0,4.0,1.0,3.0,2.0,2.0,2.0,2.0,3.0,6.0,99.0,99.0,2.0,4.0,1.0,0.5793019284647634,155809095.0
57.0,5.0,1.0,14.0,2.0,4.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,7.0,5.0,2.0,2.0,4.0,6.0,7.0,,,,6.0,3.0,2.0,3.0,2.0,3.0,1.0,3.0,4.0,4.0,3.0,4.0,6.0,4.0,3.0,99.0,99.0,99.0,99.0,2.0,1.0,4.0,4.0,3.0,4.0,2.0,0.4546212034078097,155809469.0
55.0,5.0,1.0,11.0,2.0,6.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,4.0,9.0,,5.0,6.0,7.0,,,,,2.0,1.0,,1.0,1.0,2.0,1.0,4.0,1.0,1.0,2.0,1.0,3.0,5.0,4.0,2.0,2.0,2.0,2.0,2.0,99.0,99.0,6.0,4.0,4.0,1.0,0.9261143038930603,155809598.0
39.0,3.0,1.0,15.0,1.0,3.0,1.0,1.0,1.0,2.0,1.0,99.0,1.0,1.0,2.0,9.0,5.0,2.0,3.0,4.0,5.0,6.0,7.0,,4.0,2.0,6.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,6.0,5.0,3.0,1.0,1.0,2.0,2.0,1.0,1.0,5.0,4.0,8.0,4.0,2.0,0.8296365265957398,155810795.0
33.0,2.0,1.0,16.0,1.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,8.0,2.0,1.0,6.0,,,,,,5.0,3.0,6.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,1.0,6.0,1.0,1.0,2.0,1.0,3.0,1.0,99.0,99.0,2.0,4.0,2.0,0.32657967206818345,155811320.0
55.0,5.0,2.0,11.0,2.0,6.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,,,1.0,3.0,,,,,,2.0,4.0,,2.0,1.0,2.0,1.0,2.0,2.0,2.0,4.0,1.0,3.0,4.0,5.0,2.0,2.0,1.0,2.0,3.0,1.0,98.0,6.0,4.0,4.0,1.0,2.2967010933548546,155811326.0
54.0,4.0,2.0,14.0,1.0,3.0,1.0,2.0,1.0,2.0,99.0,99.0,1.0,99.0,1.0,2.0,7.0,1.0,2.0,3.0,4.0,5.0,6.0,7.0,3.0,2.0,4.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,3.0,5.0,7.0,3.0,2.0,2.0,2.0,1.0,15.0,6.0,4.0,3.0,4.0,2.0,0.7635595152441587,155812073.0
29.0,2.0,1.0,7.0,1.0,6.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,6.0,1.0,3.0,,,,,,,3.0,5.0,1.0,1.0,1.0,1.0,1.0,4.0,1.0,1.0,1.0,1.0,5.0,4.0,2.0,2.0,2.0,2.0,2.0,3.0,20.0,6.0,5.0,2.0,4.0,1.0,1.5532149360889973,155812431.0
59.0,5.0,2.0,11.0,2.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6.0,,,7.0,,,,,,,99.0,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,5.0,1.0,2.0,2.0,2.0,2.0,3.0,1.0,98.0,6.0,4.0,4.0,1.0,2.5723892799875814,155813666.0
29.0,2.0,1.0,15.0,2.0,4.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,5.0,7.0,8.0,1.0,2.0,3.0,4.0,5.0,6.0,7.0,2.0,5.0,4.0,1.0,1.0,1.0,1.0,4.0,1.0,2.0,2.0,2.0,1.0,5.0,3.0,3.0,3.0,1.0,3.0,2.0,1.0,98.0,4.0,8.0,4.0,2.0,0.7546443331607519,155816962.0
19.0,1.0,2.0,15.0,2.0,4.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,5.0,7.0,1.0,5.0,6.0,7.0,,,,,1.0,3.0,6.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,7.0,5.0,1.0,1.0,2.0,1.0,2.0,1.0,98.0,6.0,8.0,4.0,2.0,1.3688535926694056,155816963.0
44.0,3.0,1.0,16.0,1.0,3.0,99.0,99.0,99.0,2.0,99.0,2.0,1.0,99.0,5.0,2.0,4.0,1.0,3.0,7.0,,,,,3.0,6.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,2.0,3.0,2.0,5.0,3.0,6.0,1.0,1.0,2.0,2.0,4.0,19.0,5.0,5.0,6.0,4.0,2.0,2.601229732797385,155817664.0
56.0,5.0,1.0,16.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,9.0,5.0,99.0,,,,,,,6.0,2.0,,99.0,99.0,4.0,1.0,99.0,3.0,99.0,4.0,1.0,99.0,,,2.0,2.0,2.0,2.0,3.0,10.0,99.0,99.0,1.0,4.0,1.0,0.222547785574371,155819561.0
43.0,3.0,1.0,16.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,4.0,2.0,,3.0,,,,,,,4.0,,,4.0,4.0,4.0,4.0,2.0,4.0,1.0,4.0,3.0,97.0,,,2.0,2.0,2.0,2.0,1.0,1.0,6.0,4.0,1.0,4.0,2.0,0.36616632962181267,155819782.0
36.0,3.0,2.0,16.0,1.0,5.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,7.0,2.0,5.0,1.0,4.0,7.0,,,,,1.0,6.0,4.0,2.0,2.0,2.0,1.0,4.0,1.0,1.0,1.0,1.0,7.0,5.0,2.0,2.0,2.0,2.0,2.0,1.0,19.0,4.0,4.0,7.0,4.0,2.0,0.8966381947148712,155820412.0
43.0,3.0,2.0,16.0,1.0,5.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,4.0,1.0,9.0,2.0,,,,,,,4.0,,,3.0,4.0,3.0,1.0,2.0,3.0,1.0,2.0,4.0,7.0,99.0,,2.0,2.0,2.0,2.0,1.0,19.0,4.0,4.0,7.0,4.0,2.0,0.8966381947148712,155820413.0
37.0,3.0,2.0,16.0,1.0,5.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,7.0,1.0,9.0,3.0,5.0,7.0,,,,,4.0,,,2.0,1.0,1.0,2.0,4.0,2.0,1.0,2.0,2.0,6.0,4.0,7.0,1.0,2.0,2.0,2.0,1.0,1.0,4.0,4.0,7.0,4.0,1.0,0.8966381947148712,155820414.0
59.0,5.0,1.0,11.0,1.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,,,1.0,,,,,,,6.0,,,1.0,1.0,1.0,1.0,4.0,1.0,1.0,1.0,1.0,3.0,6.0,4.0,1.0,1.0,2.0,1.0,3.0,1.0,5.0,5.0,7.0,4.0,2.0,0.6945169173278759,155820415.0
48.0,4.0,1.0,11.0,2.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,9.0,5.0,8.0,1.0,2.0,3.0,,,,,4.0,3.0,2.0,1.0,1.0,1.0,1.0,4.0,1.0,1.0,1.0,1.0,3.0,7.0,5.0,1.0,1.0,1.0,1.0,3.0,1.0,98.0,6.0,7.0,4.0,2.0,1.0057513955726485,155820416.0
55.0,5.0,1.0,16.0,2.0,5.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,5.0,,,3.0,7.0,,,,,,2.0,3.0,,1.0,1.0,2.0,1.0,2.0,2.0,1.0,4.0,1.0,4.0,99.0,,1.0,1.0,2.0,1.0,1.0,2.0,98.0,6.0,7.0,4.0,2.0,0.7775930905570015,155820417.0
43.0,3.0,1.0,13.0,1.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,5.0,,,1.0,2.0,3.0,5.0,6.0,7.0,,2.0,4.0,6.0,1.0,1.0,1.0,3.0,2.0,1.0,1.0,1.0,1.0,5.0,3.0,7.0,1.0,1.0,1.0,1.0,2.0,16.0,5.0,4.0,8.0,4.0,2.0,1.4492582279641122,155826461.0
62.0,5.0,2.0,14.0,1.0,2.0,1.0,1.0,1.0,99.0,1.0,99.0,1.0,99.0,2.0,9.0,5.0,1.0,2.0,6.0,,,,,4.0,2.0,6.0,1.0,2.0,1.0,1.0,2.0,2.0,3.0,1.0,1.0,7.0,6.0,5.0,1.0,1.0,1.0,2.0,1.0,15.0,99.0,99.0,8.0,4.0,2.0,0.7564272695201869,155830435.0
46.0,4.0,1.0,16.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,4.0,9.0,4.0,,,,,,,2.0,,,1.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0,3.0,6.0,99.0,2.0,2.0,2.0,2.0,1.0,11.0,3.0,2.0,4.0,4.0,2.0,1.3298980064480925,155831468.0
39.0,3.0,2.0,16.0,1.0,3.0,99.0,1.0,1.0,99.0,99.0,1.0,1.0,99.0,2.0,4.0,5.0,3.0,5.0,6.0,,,,,4.0,2.0,3.0,2.0,3.0,3.0,2.0,3.0,2.0,99.0,3.0,2.0,7.0,1.0,4.0,2.0,2.0,99.0,2.0,4.0,19.0,4.0,4.0,6.0,4.0,1.0,0.9216990848351366,155831628.0
43.0,3.0,2.0,16.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,5.0,4.0,2.0,5.0,6.0,7.0,,,,,6.0,3.0,4.0,2.0,1.0,2.0,1.0,3.0,3.0,1.0,2.0,1.0,7.0,3.0,5.0,3.0,3.0,2.0,3.0,1.0,1.0,5.0,3.0,6.0,4.0,2.0,0.9216990848351366,155832790.0
57.0,5.0,1.0,16.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,8.0,1.0,2.0,2.0,3.0,6.0,,,,,4.0,6.0,3.0,1.0,1.0,1.0,1.0,3.0,2.0,3.0,3.0,1.0,7.0,4.0,6.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,8.0,4.0,2.0,0.7712792350501291,155834172.0
70.0,5.0,1.0,15.0,1.0,3.0,99.0,2.0,99.0,2.0,99.0,2.0,2.0,2.0,4.0,,,5.0,7.0,,,,,,99.0,,,1.0,4.0,99.0,99.0,99.0,99.0,99.0,4.0,99.0,99.0,,,99.0,99.0,99.0,99.0,1.0,1.0,5.0,5.0,4.0,4.0,2.0,0.8497639385585662,155834245.0
43.0,3.0,2.0,16.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,9.0,5.0,7.0,1.0,2.0,4.0,5.0,6.0,7.0,,3.0,2.0,6.0,1.0,1.0,3.0,1.0,4.0,3.0,2.0,1.0,1.0,1.0,4.0,7.0,1.0,1.0,1.0,1.0,1.0,15.0,4.0,4.0,1.0,4.0,2.0,0.35333094850610336,155835416.0
56.0,5.0,1.0,14.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,7.0,,,1.0,2.0,3.0,4.0,5.0,6.0,7.0,6.0,,,1.0,1.0,1.0,1.0,4.0,1.0,1.0,1.0,1.0,2.0,7.0,6.0,1.0,1.0,2.0,1.0,1.0,19.0,1.0,1.0,5.0,4.0,2.0,1.691788532356762,155836336.0
22.0,1.0,2.0,15.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,99.0,2.0,5.0,7.0,1.0,2.0,4.0,7.0,,,,2.0,6.0,4.0,1.0,1.0,1.0,1.0,3.0,2.0,1.0,1.0,1.0,7.0,6.0,4.0,99.0,1.0,99.0,99.0,1.0,15.0,4.0,3.0,8.0,4.0,2.0,0.9411063815265674,155836464.0
29.0,2.0,2.0,15.0,1.0,4.0,1.0,1.0,1.0,99.0,1.0,99.0,1.0,1.0,2.0,5.0,9.0,2.0,3.0,6.0,,,,,6.0,4.0,1.0,1.0,1.0,1.0,1.0,4.0,1.0,1.0,1.0,1.0,7.0,4.0,6.0,1.0,1.0,1.0,1.0,3.0,20.0,3.0,3.0,8.0,4.0,2.0,0.34724042974417685,155837484.0
47.0,4.0,1.0,16.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,4.0,,,97.0,,,,,,,99.0,,,4.0,4.0,4.0,4.0,1.0,4.0,4.0,4.0,2.0,99.0,,,2.0,2.0,99.0,2.0,1.0,1.0,2.0,2.0,8.0,4.0,2.0,0.4394017871906827,155837776.0
48.0,4.0,2.0,11.0,1.0,5.0,1.0,2.0,1.0,99.0,2.0,1.0,1.0,99.0,5.0,2.0,8.0,5.0,7.0,,,,,,6.0,3.0,,2.0,3.0,1.0,2.0,3.0,99.0,2.0,2.0,2.0,7.0,6.0,5.0,2.0,2.0,2.0,2.0,3.0,20.0,6.0,6.0,3.0,4.0,2.0,0.5384937356610489,155837855.0
58.0,5.0,1.0,15.0,1.0,2.0,99.0,2.0,99.0,2.0,99.0,2.0,99.0,2.0,4.0,9.0,1.0,1.0,2.0,3.0,4.0,5.0,6.0,7.0,4.0,2.0,,2.0,2.0,2.0,1.0,2.0,1.0,99.0,1.0,1.0,3.0,7.0,5.0,3.0,3.0,1.0,1.0,1.0,16.0,4.0,4.0,8.0,4.0,2.0,0.7712792350501291,155838326.0
60.0,5.0,1.0,16.0,1.0,1.0,2.0,99.0,2.0,2.0,2.0,2.0,1.0,2.0,4.0,,,5.0,6.0,,,,,,4.0,6.0,,3.0,3.0,4.0,1.0,3.0,2.0,1.0,2.0,2.0,3.0,7.0,6.0,2.0,2.0,99.0,2.0,1.0,18.0,2.0,2.0,8.0,4.0,2.0,1.0644770984719465,155838774.0
57.0,5.0,1.0,13.0,2.0,6.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,3.0,6.0,1.0,1.0,2.0,5.0,,,,,3.0,2.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,4.0,1.0,3.0,5.0,7.0,3.0,3.0,1.0,1.0,2.0,1.0,6.0,6.0,3.0,4.0,1.0,0.2957722735627642,155839181.0
63.0,5.0,1.0,16.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,4.0,1.0,,99.0,,,,,,,2.0,,,2.0,4.0,4.0,2.0,2.0,4.0,4.0,4.0,4.0,97.0,,,2.0,2.0,2.0,2.0,1.0,16.0,3.0,2.0,6.0,4.0,2.0,1.056153005881698,155839190.0
74.0,5.0,1.0,4.0,2.0,6.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,99.0,,,1.0,4.0,5.0,6.0,7.0,,,99.0,,,1.0,2.0,1.0,1.0,99.0,2.0,1.0,1.0,4.0,97.0,,,2.0,2.0,2.0,2.0,3.0,10.0,6.0,6.0,3.0,4.0,1.0,0.3605795582738041,155839228.0
28.0,2.0,2.0,15.0,1.0,3.0,2.0,1.0,1.0,99.0,2.0,1.0,1.0,99.0,9.0,1.0,2.0,7.0,,,,,,,4.0,6.0,2.0,1.0,99.0,99.0,1.0,4.0,1.0,1.0,1.0,99.0,3.0,7.0,2.0,1.0,1.0,1.0,1.0,1.0,15.0,99.0,99.0,8.0,4.0,2.0,0.5603357676192814,155839676.0
63.0,5.0,2.0,11.0,2.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,2.0,7.0,2.0,,,,,,,2.0,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,6.0,3.0,3.0,2.0,2.0,3.0,1.0,6.0,6.0,1.0,4.0,1.0,0.3639187140380988,155840384.0
59.0,5.0,1.0,7.0,1.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,,,3.0,7.0,,,,,,3.0,2.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,7.0,5.0,3.0,2.0,2.0,2.0,2.0,1.0,1.0,5.0,5.0,2.0,4.0,2.0,1.0539907915159579,155840694.0
70.0,5.0,1.0,1.0,2.0,5.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,2.0,8.0,9.0,1.0,1.0,6.0,7.0,,,,,5.0,4.0,,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,7.0,5.0,3.0,3.0,3.0,3.0,3.0,10.0,5.0,4.0,3.0,4.0,1.0,0.4038623018772075,155841460.0
23.0,1.0,2.0,16.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,99.0,,,99.0,,,,,,,99.0,,,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,,,2.0,2.0,2.0,2.0,1.0,99.0,5.0,3.0,8.0,4.0,2.0,0.9411063815265674,155843978.0
75.0,5.0,2.0,16.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,8.0,,,1.0,3.0,5.0,6.0,7.0,,,6.0,3.0,4.0,3.0,1.0,2.0,1.0,2.0,2.0,3.0,1.0,2.0,3.0,7.0,4.0,3.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,4.0,2.0,0.672371469278403,155844910.0
58.0,5.0,2.0,11.0,1.0,5.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,99.0,,,2.0,5.0,,,,,,2.0,,,99.0,99.0,99.0,99.0,99.0,99.0,99.0,1.0,99.0,3.0,7.0,5.0,1.0,1.0,1.0,99.0,2.0,1.0,5.0,5.0,5.0,4.0,2.0,1.5695465820319177,155845184.0
62.0,5.0,2.0,16.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,7.0,5.0,8.0,6.0,,,,,,,3.0,,,1.0,1.0,3.0,1.0,2.0,2.0,1.0,2.0,1.0,7.0,2.0,4.0,2.0,2.0,2.0,2.0,1.0,19.0,3.0,2.0,8.0,4.0,2.0,0.8964378290869123,155845540.0
26.0,2.0,2.0,14.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,7.0,2.0,5.0,3.0,6.0,7.0,,,,,2.0,,,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,7.0,1.0,1.0,1.0,1.0,1.0,4.0,1.0,6.0,4.0,3.0,4.0,2.0,0.8565780837947262,155845644.0
41.0,3.0,2.0,16.0,1.0,3.0,1.0,1.0,1.0,1.0,2.0,99.0,1.0,99.0,1.0,5.0,4.0,2.0,3.0,5.0,,,,,2.0,4.0,,3.0,3.0,3.0,2.0,3.0,2.0,4.0,4.0,3.0,3.0,7.0,6.0,2.0,2.0,2.0,2.0,2.0,10.0,4.0,3.0,8.0,4.0,2.0,0.5926858763769655,155845648.0
34.0,2.0,2.0,16.0,1.0,3.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,5.0,9.0,6.0,2.0,4.0,5.0,7.0,,,,2.0,6.0,4.0,1.0,1.0,1.0,1.0,4.0,1.0,2.0,1.0,1.0,3.0,7.0,4.0,1.0,1.0,2.0,1.0,1.0,20.0,4.0,4.0,6.0,4.0,1.0,1.4977185206299528,155846246.0
41.0,3.0,2.0,16.0,1.0,3.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,99.0,2.0,9.0,4.0,1.0,6.0,,,,,,3.0,2.0,,2.0,2.0,2.0,2.0,2.0,3.0,99.0,2.0,1.0,5.0,6.0,7.0,2.0,2.0,2.0,2.0,3.0,12.0,5.0,5.0,8.0,4.0,2.0,0.5926858763769655,155846297.0
50.0,4.0,2.0,16.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,6.0,7.0,4.0,1.0,6.0,,,,,,5.0,4.0,,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,6.0,5.0,7.0,1.0,1.0,2.0,2.0,3.0,15.0,5.0,1.0,8.0,4.0,2.0,0.9232423617436778,155846513.0
68.0,5.0,2.0,16.0,1.0,1.0,99.0,1.0,99.0,99.0,99.0,2.0,1.0,1.0,4.0,5.0,,1.0,5.0,6.0,,,,,4.0,6.0,2.0,1.0,1.0,3.0,2.0,3.0,3.0,3.0,4.0,1.0,3.0,4.0,7.0,1.0,1.0,1.0,1.0,1.0,19.0,3.0,2.0,8.0,4.0,2.0,1.2372140930319586,155846549.0
22.0,1.0,1.0,14.0,1.0,3.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,2.0,4.0,2.0,,3.0,4.0,6.0,,,,,99.0,,,1.0,3.0,1.0,1.0,3.0,1.0,1.0,1.0,2.0,3.0,5.0,6.0,99.0,99.0,99.0,99.0,1.0,99.0,6.0,4.0,4.0,4.0,1.0,1.3936381838847316,155846605.0
36.0,3.0,2.0,16.0,1.0,5.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,97.0,,,3.0,6.0,,,,,,4.0,5.0,2.0,1.0,4.0,1.0,2.0,1.0,1.0,1.0,1.0,3.0,1.0,2.0,4.0,2.0,2.0,2.0,2.0,3.0,20.0,5.0,5.0,5.0,4.0,2.0,0.7473659653993573,155846782.0
21.0,1.0,2.0,13.0,2.0,6.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0,,,4.0,,,,,,,1.0,2.0,,2.0,1.0,2.0,1.0,99.0,2.0,99.0,4.0,2.0,4.0,5.0,99.0,3.0,1.0,1.0,3.0,4.0,19.0,6.0,5.0,3.0,4.0,2.0,0.2892232485455859,155847280.0
43.0,3.0,2.0,14.0,2.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,9.0,2.0,,4.0,6.0,,,,,,4.0,2.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,5.0,3.0,3.0,3.0,2.0,2.0,3.0,1.0,6.0,6.0,3.0,4.0,2.0,0.39560074097455555,155847281.0
