IDADE,FX_IDADE,SEXO,p1,p901a,p901b,p901c,p901d,p901e,p901f,p901g,p901h,p901i,p901j,p901k,p901l,p901m,p901n,p901o,p901p,p901q,p901r,p901s,p901t,p906,pea,carro,empreg,maqlav,dvd,banhe,gelad,freezer,comput,lavlou,microon,motocic,secadora,agua,rua,escola,escolac,CLASSE2,RCLASSE2,rendaf,cor,METROP,REGIAO,PESO,nquest
37.0,3.0,1.0,2.0,4.0,1.0,1.0,4.0,4.0,1.0,4.0,5.0,4.0,2.0,5.0,5.0,5.0,1.0,5.0,5.0,5.0,4.0,4.0,1.0,3.0,1.0,1.0,96.0,1.0,3.0,1.0,1.0,1.0,3.0,96.0,1.0,96.0,1.0,1.0,1.0,7.0,7.0,41.0,2.0,4.0,2.0,1.0,1.0,0.8186183040391737,185736747.0
51.0,4.0,1.0,3.0,4.0,1.0,5.0,1.0,5.0,1.0,2.0,4.0,2.0,2.0,3.0,5.0,4.0,1.0,4.0,1.0,2.0,5.0,5.0,1.0,3.0,4.0,96.0,96.0,96.0,1.0,1.0,1.0,1.0,1.0,96.0,1.0,96.0,96.0,1.0,1.0,5.0,5.0,23.0,4.0,99.0,3.0,2.0,2.0,0.6487275239185717,185736848.0
65.0,5.0,2.0,4.0,5.0,5.0,2.0,1.0,1.0,1.0,1.0,1.0,99.0,5.0,2.0,1.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,12.0,96.0,96.0,1.0,96.0,1.0,1.0,96.0,1.0,96.0,1.0,96.0,96.0,1.0,1.0,5.0,5.0,22.0,5.0,3.0,3.0,2.0,1.0,1.5496954219115562,185736865.0
30.0,2.0,2.0,4.0,2.0,2.0,5.0,4.0,5.0,1.0,1.0,1.0,4.0,2.0,1.0,2.0,4.0,2.0,1.0,2.0,4.0,1.0,1.0,1.0,3.0,2.0,1.0,96.0,1.0,1.0,1.0,1.0,1.0,1.0,96.0,96.0,96.0,96.0,1.0,1.0,5.0,1.0,22.0,5.0,1.0,2.0,3.0,1.0,1.3131266858088049,185736869.0
25.0,2.0,1.0,99.0,5.0,5.0,5.0,1.0,99.0,1.0,1.0,1.0,99.0,99.0,5.0,5.0,5.0,1.0,99.0,1.0,1.0,1.0,1.0,5.0,96.0,1.0,96.0,96.0,1.0,96.0,1.0,1.0,1.0,96.0,96.0,1.0,1.0,96.0,1.0,1.0,5.0,2.0,19.0,5.0,1.0,1.0,1.0,4.0,0.9393576518140081,185736904.0
46.0,4.0,1.0,5.0,1.0,3.0,2.0,3.0,2.0,1.0,3.0,1.0,4.0,4.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,3.0,3.0,3.0,2.0,96.0,1.0,96.0,1.0,2.0,1.0,96.0,96.0,1.0,96.0,96.0,1.0,1.0,7.0,7.0,30.0,3.0,3.0,3.0,3.0,1.0,1.5765699137804416,185736997.0
40.0,3.0,1.0,3.0,5.0,2.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,5.0,1.0,5.0,1.0,1.0,1.0,1.0,5.0,1.0,4.0,2.0,1.0,1.0,1.0,2.0,1.0,96.0,1.0,1.0,1.0,96.0,1.0,1.0,1.0,5.0,5.0,40.0,2.0,3.0,1.0,1.0,4.0,0.9296548319934211,185737186.0
16.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,4.0,2.0,1.0,2.0,4.0,2.0,4.0,1.0,5.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,3.0,96.0,1.0,96.0,2.0,2.0,4.0,1.0,96.0,1.0,1.0,1.0,1.0,1.0,4.0,4.0,42.0,2.0,4.0,1.0,3.0,2.0,0.3595378252535863,185737210.0
67.0,5.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,5.0,4.0,2.0,2.0,4.0,2.0,4.0,4.0,4.0,1.0,1.0,2.0,1.0,12.0,1.0,96.0,1.0,96.0,1.0,1.0,1.0,96.0,96.0,1.0,96.0,96.0,1.0,1.0,5.0,5.0,24.0,4.0,2.0,1.0,3.0,1.0,1.444604198966511,185737219.0
27.0,2.0,1.0,3.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,4.0,2.0,2.0,4.0,5.0,1.0,4.0,2.0,1.0,2.0,5.0,1.0,3.0,1.0,96.0,96.0,1.0,96.0,1.0,1.0,1.0,1.0,96.0,96.0,96.0,96.0,1.0,1.0,7.0,7.0,25.0,4.0,1.0,3.0,3.0,1.0,1.7431831606798467,185737283.0
60.0,5.0,2.0,5.0,1.0,1.0,1.0,1.0,4.0,1.0,4.0,1.0,4.0,5.0,4.0,5.0,2.0,1.0,1.0,5.0,4.0,5.0,1.0,1.0,96.0,12.0,1.0,96.0,1.0,1.0,1.0,1.0,1.0,96.0,96.0,96.0,96.0,1.0,1.0,1.0,7.0,7.0,28.0,4.0,4.0,1.0,1.0,2.0,0.738539547878747,185737284.0
42.0,3.0,2.0,3.0,5.0,5.0,5.0,1.0,1.0,1.0,1.0,2.0,99.0,5.0,2.0,1.0,4.0,1.0,1.0,2.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,96.0,1.0,96.0,1.0,1.0,96.0,1.0,96.0,1.0,96.0,96.0,1.0,1.0,5.0,5.0,25.0,4.0,2.0,3.0,3.0,2.0,0.7740423077995171,185737324.0
62.0,5.0,1.0,5.0,1.0,4.0,4.0,2.0,4.0,99.0,1.0,1.0,1.0,5.0,2.0,1.0,5.0,1.0,1.0,1.0,4.0,1.0,1.0,4.0,1.0,5.0,1.0,96.0,1.0,96.0,2.0,2.0,3.0,1.0,96.0,96.0,96.0,96.0,1.0,1.0,5.0,5.0,34.0,3.0,1.0,3.0,3.0,1.0,1.4579513693709447,185737374.0
29.0,2.0,2.0,3.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,99.0,5.0,1.0,1.0,1.0,1.0,4.0,1.0,2.0,1.0,1.0,1.0,1.0,7.0,96.0,96.0,96.0,96.0,2.0,2.0,96.0,1.0,96.0,96.0,96.0,96.0,1.0,1.0,3.0,3.0,21.0,5.0,1.0,2.0,1.0,4.0,1.0888307491725286,185737420.0
59.0,4.0,2.0,5.0,5.0,2.0,5.0,4.0,4.0,1.0,1.0,1.0,2.0,5.0,2.0,1.0,5.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,3.0,96.0,96.0,1.0,96.0,3.0,2.0,96.0,1.0,96.0,96.0,96.0,96.0,1.0,1.0,7.0,1.0,24.0,4.0,3.0,3.0,3.0,3.0,1.2684637912061327,185737526.0
52.0,4.0,2.0,3.0,2.0,2.0,99.0,3.0,4.0,1.0,5.0,99.0,5.0,2.0,2.0,2.0,3.0,1.0,2.0,1.0,1.0,5.0,2.0,1.0,2.0,11.0,96.0,96.0,96.0,96.0,1.0,1.0,96.0,96.0,96.0,96.0,96.0,96.0,1.0,1.0,5.0,5.0,15.0,6.0,9.0,3.0,1.0,5.0,0.5900015247492907,185737533.0
43.0,3.0,2.0,2.0,4.0,2.0,2.0,2.0,5.0,1.0,2.0,2.0,2.0,2.0,4.0,5.0,4.0,1.0,4.0,1.0,2.0,4.0,2.0,1.0,4.0,1.0,1.0,96.0,1.0,96.0,2.0,1.0,1.0,1.0,96.0,96.0,1.0,96.0,1.0,1.0,8.0,5.0,30.0,3.0,4.0,3.0,3.0,4.0,0.4972406866115616,185737534.0
25.0,2.0,2.0,5.0,4.0,4.0,5.0,2.0,2.0,4.0,1.0,1.0,5.0,1.0,4.0,1.0,5.0,1.0,4.0,2.0,4.0,5.0,1.0,2.0,5.0,2.0,96.0,96.0,96.0,96.0,1.0,1.0,1.0,96.0,96.0,96.0,96.0,96.0,1.0,2.0,4.0,4.0,13.0,6.0,9.0,3.0,3.0,1.0,1.2839089906797985,185737662.0
68.0,5.0,1.0,1.0,1.0,1.0,99.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,1.0,5.0,99.0,1.0,1.0,1.0,1.0,5.0,1.0,5.0,12.0,96.0,96.0,1.0,3.0,2.0,2.0,1.0,2.0,96.0,96.0,96.0,96.0,1.0,1.0,4.0,4.0,32.0,3.0,97.0,1.0,1.0,1.0,0.6599047679441562,185737717.0
21.0,1.0,1.0,3.0,2.0,1.0,4.0,1.0,1.0,1.0,2.0,1.0,5.0,2.0,2.0,5.0,2.0,1.0,5.0,2.0,2.0,2.0,2.0,2.0,4.0,2.0,96.0,96.0,1.0,96.0,1.0,1.0,96.0,96.0,96.0,96.0,96.0,96.0,1.0,1.0,4.0,5.0,17.0,5.0,1.0,1.0,3.0,1.0,0.8016307866582639,185737718.0
65.0,5.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,1.0,5.0,5.0,2.0,1.0,4.0,1.0,1.0,2.0,1.0,1.0,2.0,12.0,1.0,96.0,1.0,1.0,2.0,1.0,1.0,1.0,96.0,1.0,96.0,1.0,1.0,1.0,5.0,5.0,34.0,3.0,4.0,3.0,3.0,1.0,0.9145537247577021,185737719.0
23.0,1.0,1.0,2.0,1.0,1.0,5.0,1.0,5.0,1.0,1.0,1.0,5.0,1.0,5.0,5.0,1.0,5.0,5.0,1.0,1.0,1.0,5.0,1.0,5.0,10.0,96.0,96.0,1.0,96.0,2.0,1.0,1.0,96.0,96.0,96.0,96.0,96.0,1.0,1.0,5.0,5.0,23.0,4.0,9.0,3.0,3.0,1.0,0.8016307866582639,185737722.0
51.0,4.0,2.0,1.0,1.0,1.0,5.0,1.0,1.0,1.0,1.0,1.0,99.0,1.0,5.0,99.0,5.0,5.0,99.0,1.0,1.0,5.0,1.0,1.0,5.0,11.0,96.0,96.0,1.0,96.0,1.0,1.0,96.0,96.0,96.0,1.0,96.0,96.0,1.0,1.0,5.0,2.0,16.0,6.0,9.0,1.0,3.0,1.0,0.8965350753537784,185737723.0
26.0,2.0,2.0,2.0,5.0,1.0,1.0,1.0,1.0,1.0,99.0,1.0,1.0,2.0,2.0,1.0,5.0,1.0,99.0,1.0,1.0,1.0,1.0,1.0,96.0,2.0,96.0,96.0,96.0,96.0,1.0,1.0,96.0,96.0,96.0,96.0,96.0,96.0,2.0,2.0,5.0,4.0,7.0,6.0,99.0,1.0,3.0,1.0,0.8313407332212447,185737724.0
30.0,2.0,1.0,2.0,5.0,1.0,1.0,3.0,2.0,2.0,2.0,1.0,99.0,3.0,3.0,2.0,5.0,1.0,99.0,2.0,2.0,1.0,4.0,2.0,4.0,1.0,1.0,96.0,1.0,96.0,1.0,1.0,1.0,2.0,96.0,2.0,96.0,96.0,1.0,98.0,5.0,4.0,28.0,4.0,4.0,3.0,3.0,1.0,0.9131920312443699,185737725.0
30.0,2.0,2.0,5.0,1.0,2.0,4.0,99.0,2.0,1.0,2.0,5.0,4.0,4.0,1.0,1.0,2.0,1.0,2.0,1.0,4.0,1.0,1.0,1.0,2.0,4.0,1.0,96.0,1.0,96.0,1.0,1.0,96.0,96.0,96.0,1.0,96.0,96.0,1.0,1.0,3.0,5.0,22.0,5.0,9.0,1.0,3.0,2.0,1.021640002355945,185737734.0
58.0,4.0,1.0,2.0,1.0,99.0,5.0,1.0,2.0,4.0,1.0,4.0,1.0,2.0,1.0,5.0,4.0,1.0,4.0,1.0,5.0,4.0,1.0,1.0,5.0,4.0,96.0,96.0,1.0,96.0,1.0,1.0,2.0,96.0,96.0,96.0,1.0,96.0,1.0,1.0,2.0,2.0,19.0,5.0,2.0,1.0,3.0,1.0,0.8698181577027089,185737866.0
32.0,2.0,1.0,4.0,1.0,1.0,5.0,5.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,4.0,1.0,4.0,1.0,2.0,2.0,1.0,3.0,4.0,96.0,1.0,1.0,4.0,2.0,1.0,2.0,96.0,1.0,1.0,1.0,1.0,1.0,5.0,5.0,54.0,1.0,4.0,3.0,2.0,1.0,1.3155635876547962,185737872.0
49.0,4.0,2.0,2.0,1.0,4.0,2.0,2.0,2.0,2.0,1.0,1.0,99.0,2.0,4.0,4.0,4.0,2.0,4.0,2.0,4.0,3.0,1.0,1.0,5.0,3.0,96.0,96.0,96.0,96.0,2.0,1.0,96.0,96.0,96.0,96.0,96.0,96.0,1.0,1.0,5.0,5.0,19.0,5.0,9.0,1.0,3.0,3.0,0.9180338961664835,185737923.0
35.0,3.0,1.0,3.0,2.0,1.0,2.0,5.0,4.0,1.0,1.0,2.0,4.0,2.0,2.0,2.0,4.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,96.0,4.0,96.0,96.0,1.0,96.0,1.0,1.0,1.0,96.0,96.0,96.0,1.0,96.0,1.0,1.0,5.0,1.0,16.0,6.0,2.0,3.0,2.0,5.0,1.328350381575961,185738016.0
37.0,3.0,1.0,4.0,1.0,5.0,5.0,5.0,2.0,1.0,1.0,4.0,5.0,4.0,2.0,2.0,1.0,1.0,4.0,4.0,4.0,1.0,1.0,4.0,3.0,4.0,96.0,96.0,1.0,96.0,1.0,1.0,1.0,96.0,96.0,96.0,96.0,96.0,1.0,1.0,5.0,5.0,19.0,5.0,6.0,2.0,1.0,4.0,1.311886895393178,185738037.0
38.0,3.0,2.0,3.0,5.0,5.0,1.0,1.0,1.0,1.0,5.0,1.0,1.0,1.0,2.0,1.0,5.0,1.0,5.0,1.0,1.0,5.0,1.0,1.0,5.0,1.0,96.0,96.0,1.0,96.0,1.0,1.0,96.0,96.0,96.0,1.0,96.0,96.0,1.0,1.0,3.0,3.0,17.0,5.0,1.0,1.0,2.0,2.0,1.143608518238786,185738075.0
21.0,1.0,2.0,3.0,5.0,1.0,1.0,1.0,2.0,1.0,5.0,1.0,5.0,1.0,5.0,5.0,5.0,2.0,5.0,2.0,5.0,5.0,5.0,1.0,4.0,1.0,1.0,96.0,1.0,1.0,3.0,1.0,1.0,1.0,96.0,1.0,96.0,96.0,1.0,1.0,5.0,5.0,35.0,3.0,3.0,1.0,1.0,1.0,0.5507360308673086,185738113.0
34.0,2.0,1.0,2.0,1.0,1.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,96.0,1.0,96.0,96.0,1.0,96.0,1.0,1.0,96.0,96.0,96.0,1.0,96.0,96.0,1.0,1.0,5.0,5.0,19.0,5.0,1.0,4.0,1.0,3.0,0.45513005176464133,185738127.0
63.0,5.0,2.0,2.0,5.0,2.0,2.0,2.0,4.0,1.0,2.0,2.0,5.0,2.0,4.0,5.0,4.0,4.0,5.0,5.0,2.0,5.0,4.0,2.0,5.0,12.0,2.0,96.0,1.0,3.0,2.0,1.0,96.0,1.0,96.0,1.0,96.0,96.0,1.0,1.0,5.0,3.0,33.0,3.0,2.0,2.0,3.0,1.0,0.9554690628920804,185738163.0
27.0,2.0,1.0,3.0,2.0,1.0,2.0,1.0,2.0,1.0,5.0,1.0,5.0,1.0,2.0,2.0,5.0,1.0,4.0,5.0,2.0,4.0,2.0,1.0,3.0,1.0,1.0,96.0,1.0,96.0,1.0,1.0,96.0,1.0,96.0,1.0,96.0,96.0,1.0,1.0,5.0,5.0,25.0,4.0,4.0,2.0,2.0,2.0,1.1858389457611391,185738205.0
71.0,5.0,1.0,2.0,5.0,1.0,5.0,1.0,1.0,1.0,1.0,5.0,1.0,1.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1.0,1.0,1.0,5.0,12.0,96.0,96.0,1.0,96.0,1.0,1.0,96.0,96.0,96.0,96.0,96.0,96.0,1.0,1.0,1.0,1.0,13.0,6.0,1.0,1.0,3.0,1.0,0.9417442547395317,185738278.0
35.0,3.0,2.0,3.0,2.0,5.0,5.0,4.0,1.0,5.0,1.0,4.0,5.0,5.0,2.0,2.0,4.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,11.0,1.0,96.0,1.0,96.0,2.0,1.0,1.0,1.0,96.0,1.0,96.0,96.0,1.0,1.0,5.0,7.0,34.0,3.0,4.0,1.0,3.0,1.0,1.5096844875398965,185738279.0
35.0,3.0,1.0,3.0,4.0,1.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,4.0,1.0,5.0,1.0,1.0,5.0,1.0,1.0,4.0,1.0,96.0,96.0,96.0,96.0,1.0,2.0,1.0,96.0,96.0,96.0,96.0,96.0,2.0,2.0,4.0,4.0,10.0,6.0,1.0,3.0,3.0,5.0,1.1445618422716153,185738324.0
34.0,2.0,1.0,2.0,4.0,1.0,4.0,1.0,4.0,2.0,5.0,4.0,5.0,2.0,4.0,5.0,2.0,2.0,5.0,4.0,5.0,5.0,2.0,1.0,3.0,13.0,3.0,1.0,2.0,1.0,4.0,2.0,1.0,4.0,96.0,1.0,96.0,96.0,1.0,1.0,6.0,7.0,61.0,1.0,6.0,1.0,3.0,1.0,0.9933760561900696,185738344.0
31.0,2.0,1.0,2.0,4.0,1.0,2.0,1.0,2.0,2.0,5.0,1.0,5.0,2.0,5.0,2.0,4.0,2.0,5.0,1.0,1.0,2.0,1.0,1.0,5.0,4.0,96.0,96.0,1.0,96.0,1.0,1.0,1.0,96.0,96.0,96.0,96.0,96.0,1.0,1.0,4.0,5.0,19.0,5.0,1.0,3.0,2.0,1.0,0.937674668281125,185738384.0
60.0,5.0,2.0,3.0,5.0,99.0,5.0,1.0,2.0,1.0,1.0,1.0,99.0,5.0,4.0,2.0,4.0,2.0,1.0,2.0,1.0,5.0,2.0,2.0,96.0,15.0,96.0,96.0,1.0,96.0,2.0,1.0,96.0,96.0,96.0,96.0,96.0,96.0,2.0,1.0,2.0,2.0,14.0,6.0,2.0,2.0,2.0,1.0,1.0428193760765776,185738385.0
52.0,4.0,2.0,5.0,2.0,1.0,5.0,1.0,5.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,5.0,1.0,4.0,1.0,1.0,1.0,11.0,96.0,96.0,1.0,96.0,1.0,1.0,1.0,96.0,96.0,1.0,96.0,96.0,2.0,1.0,4.0,3.0,15.0,6.0,99.0,3.0,2.0,1.0,1.4675441344362619,185738386.0
66.0,5.0,1.0,5.0,1.0,1.0,1.0,5.0,1.0,1.0,1.0,5.0,5.0,1.0,5.0,5.0,5.0,5.0,5.0,1.0,1.0,1.0,1.0,1.0,5.0,12.0,96.0,1.0,1.0,1.0,1.0,1.0,1.0,96.0,96.0,1.0,96.0,96.0,2.0,1.0,2.0,2.0,18.0,5.0,3.0,3.0,2.0,1.0,1.5766280626106912,185738387.0
37.0,3.0,1.0,5.0,1.0,1.0,5.0,5.0,5.0,1.0,1.0,1.0,1.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,96.0,96.0,96.0,96.0,1.0,1.0,96.0,96.0,96.0,96.0,96.0,96.0,2.0,1.0,5.0,5.0,11.0,6.0,1.0,3.0,2.0,1.0,1.5509517341308685,185738388.0
41.0,3.0,2.0,5.0,1.0,1.0,2.0,4.0,1.0,1.0,1.0,1.0,5.0,2.0,1.0,99.0,5.0,1.0,5.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,96.0,96.0,96.0,96.0,2.0,3.0,3.0,1.0,96.0,1.0,96.0,96.0,2.0,1.0,7.0,6.0,29.0,3.0,3.0,3.0,2.0,1.0,1.8561939661156508,185738389.0
22.0,1.0,2.0,3.0,5.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0,5.0,2.0,1.0,5.0,5.0,1.0,5.0,1.0,5.0,1.0,1.0,1.0,3.0,7.0,1.0,96.0,1.0,96.0,2.0,2.0,96.0,1.0,96.0,1.0,96.0,96.0,1.0,2.0,6.0,5.0,28.0,4.0,4.0,4.0,3.0,4.0,0.8073073785611986,185738410.0
27.0,2.0,1.0,3.0,2.0,1.0,5.0,99.0,1.0,99.0,4.0,99.0,99.0,2.0,2.0,99.0,2.0,1.0,99.0,1.0,99.0,1.0,2.0,1.0,1.0,4.0,2.0,96.0,1.0,96.0,1.0,1.0,96.0,1.0,96.0,1.0,96.0,96.0,1.0,1.0,5.0,5.0,27.0,4.0,4.0,1.0,1.0,2.0,0.7731895900194261,185738454.0
52.0,4.0,2.0,2.0,4.0,1.0,2.0,1.0,5.0,1.0,5.0,1.0,5.0,2.0,2.0,5.0,5.0,1.0,5.0,5.0,1.0,1.0,2.0,1.0,5.0,1.0,96.0,96.0,1.0,96.0,1.0,1.0,96.0,1.0,96.0,1.0,96.0,96.0,1.0,1.0,5.0,1.0,18.0,5.0,1.0,2.0,1.0,1.0,0.6409631773530735,185738461.0
36.0,3.0,1.0,3.0,5.0,1.0,1.0,1.0,1.0,1.0,5.0,1.0,5.0,2.0,2.0,5.0,5.0,4.0,5.0,2.0,5.0,2.0,2.0,1.0,4.0,15.0,1.0,96.0,1.0,96.0,2.0,1.0,1.0,1.0,96.0,1.0,96.0,96.0,1.0,1.0,7.0,7.0,34.0,3.0,4.0,1.0,1.0,4.0,0.48213266059274623,185738472.0
20.0,1.0,1.0,5.0,2.0,1.0,2.0,1.0,1.0,1.0,5.0,1.0,2.0,2.0,1.0,1.0,5.0,1.0,1.0,1.0,2.0,1.0,5.0,1.0,1.0,8.0,96.0,96.0,1.0,2.0,4.0,1.0,1.0,3.0,96.0,96.0,96.0,96.0,1.0,1.0,6.0,3.0,39.0,2.0,4.0,1.0,1.0,1.0,1.0458375593745037,185738486.0
69.0,5.0,2.0,5.0,1.0,1.0,5.0,5.0,2.0,4.0,1.0,1.0,2.0,5.0,1.0,1.0,4.0,1.0,1.0,1.0,1.0,4.0,1.0,4.0,1.0,12.0,96.0,96.0,96.0,96.0,1.0,1.0,96.0,1.0,96.0,1.0,96.0,96.0,1.0,1.0,2.0,2.0,17.0,5.0,3.0,1.0,2.0,2.0,3.0862951306447246,185738523.0
43.0,3.0,2.0,2.0,5.0,2.0,1.0,1.0,5.0,1.0,5.0,5.0,5.0,2.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,1.0,3.0,6.0,1.0,96.0,1.0,96.0,3.0,1.0,2.0,4.0,96.0,1.0,96.0,96.0,1.0,1.0,7.0,7.0,47.0,1.0,2.0,1.0,2.0,2.0,0.5703239040624031,185738528.0
70.0,5.0,1.0,2.0,3.0,5.0,5.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,5.0,1.0,5.0,1.0,2.0,1.0,1.0,3.0,5.0,12.0,1.0,96.0,96.0,96.0,2.0,1.0,96.0,96.0,96.0,96.0,96.0,96.0,1.0,2.0,2.0,4.0,18.0,5.0,2.0,1.0,3.0,3.0,1.4514197765604508,185738587.0
52.0,4.0,2.0,5.0,4.0,5.0,2.0,1.0,1.0,1.0,1.0,99.0,2.0,1.0,2.0,4.0,2.0,1.0,1.0,2.0,1.0,5.0,4.0,1.0,96.0,1.0,1.0,96.0,1.0,96.0,2.0,2.0,1.0,1.0,96.0,1.0,96.0,96.0,1.0,1.0,3.0,3.0,30.0,3.0,3.0,3.0,1.0,4.0,0.7506428225844984,185738602.0
28.0,2.0,1.0,2.0,2.0,2.0,4.0,1.0,1.0,1.0,5.0,1.0,1.0,2.0,1.0,2.0,1.0,4.0,2.0,1.0,2.0,2.0,4.0,1.0,4.0,7.0,1.0,96.0,96.0,1.0,1.0,1.0,1.0,96.0,96.0,1.0,96.0,96.0,1.0,1.0,2.0,2.0,20.0,5.0,9.0,5.0,3.0,1.0,1.0019154126922627,185738832.0
56.0,4.0,1.0,5.0,1.0,2.0,4.0,5.0,1.0,1.0,1.0,1.0,5.0,5.0,1.0,1.0,2.0,1.0,1.0,1.0,5.0,1.0,1.0,1.0,1.0,16.0,2.0,96.0,1.0,96.0,2.0,1.0,96.0,1.0,96.0,1.0,1.0,96.0,1.0,1.0,4.0,4.0,30.0,3.0,3.0,3.0,2.0,2.0,0.8794837561614259,185738839.0
78.0,5.0,1.0,3.0,5.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,5.0,1.0,5.0,1.0,1.0,2.0,1.0,1.0,96.0,12.0,96.0,96.0,1.0,96.0,1.0,1.0,1.0,96.0,96.0,96.0,96.0,96.0,1.0,1.0,1.0,1.0,15.0,6.0,1.0,1.0,2.0,2.0,1.3706244736192281,185738840.0
22.0,1.0,1.0,3.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,3.0,2.0,2.0,3.0,2.0,1.0,5.0,1.0,2.0,3.0,3.0,1.0,3.0,7.0,1.0,96.0,1.0,1.0,3.0,3.0,1.0,3.0,96.0,1.0,96.0,96.0,1.0,1.0,5.0,4.0,41.0,2.0,5.0,1.0,2.0,2.0,0.6903868564623454,185738842.0
57.0,4.0,1.0,5.0,1.0,5.0,5.0,2.0,2.0,1.0,1.0,1.0,4.0,2.0,1.0,1.0,4.0,2.0,5.0,1.0,2.0,1.0,1.0,1.0,4.0,12.0,1.0,96.0,1.0,1.0,1.0,1.0,1.0,96.0,96.0,96.0,96.0,96.0,1.0,1.0,3.0,3.0,21.0,5.0,5.0,3.0,1.0,4.0,0.9066592432604522,185738914.0
48.0,4.0,1.0,3.0,5.0,1.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,5.0,1.0,1.0,5.0,1.0,1.0,1.0,1.0,1.0,5.0,1.0,96.0,96.0,1.0,96.0,1.0,1.0,96.0,96.0,96.0,96.0,96.0,96.0,1.0,1.0,2.0,2.0,14.0,6.0,3.0,2.0,3.0,1.0,0.8504642887850435,185738931.0
24.0,1.0,2.0,3.0,4.0,1.0,1.0,1.0,1.0,2.0,5.0,1.0,4.0,2.0,5.0,5.0,2.0,1.0,5.0,2.0,5.0,2.0,1.0,1.0,3.0,1.0,96.0,96.0,96.0,96.0,1.0,1.0,96.0,96.0,96.0,1.0,96.0,96.0,1.0,1.0,5.0,2.0,14.0,6.0,1.0,2.0,3.0,1.0,0.7632793795219263,185738992.0
42.0,3.0,1.0,3.0,5.0,2.0,2.0,4.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,5.0,1.0,4.0,5.0,2.0,1.0,1.0,2.0,5.0,1.0,2.0,96.0,1.0,96.0,2.0,1.0,1.0,1.0,96.0,1.0,1.0,1.0,1.0,1.0,5.0,5.0,36.0,3.0,4.0,3.0,3.0,1.0,0.9780047171897116,185738993.0
25.0,2.0,1.0,4.0,1.0,5.0,5.0,4.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,4.0,1.0,1.0,1.0,96.0,1.0,2.0,96.0,1.0,96.0,1.0,1.0,1.0,1.0,96.0,96.0,1.0,96.0,1.0,1.0,4.0,4.0,26.0,4.0,1.0,2.0,3.0,1.0,0.9426288952578654,185738995.0
42.0,3.0,2.0,99.0,5.0,2.0,5.0,1.0,1.0,1.0,1.0,1.0,99.0,1.0,1.0,1.0,5.0,1.0,99.0,1.0,1.0,1.0,1.0,1.0,99.0,11.0,96.0,96.0,1.0,96.0,2.0,1.0,1.0,96.0,96.0,1.0,96.0,1.0,1.0,1.0,2.0,1.0,23.0,4.0,1.0,3.0,3.0,1.0,1.02950190948196,185738999.0
52.0,4.0,1.0,3.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,5.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,5.0,10.0,2.0,96.0,96.0,1.0,1.0,1.0,96.0,96.0,96.0,96.0,96.0,96.0,1.0,1.0,2.0,2.0,18.0,5.0,9.0,3.0,3.0,1.0,0.8698181577027089,185739000.0
