IDADE,FX_ID,SEXO,ESCOLARIDADE,OCUPACAO,CLASSE,P1,P2_1,P2_2,P2_3,P3,P4_1,P4_2,P4_3,P5A,P5B,P5C,P5D,P5E,P5F,P5G,P6_1,P6_2,P6_3,P7A,P7B,P7C,P7D,P7E,P8,P9_1,P9_2,P9_3,P9_4,P9_5,P9_6,P10_1,P10_2,P10_3,P10_4,P10_5,P10_6,P10_7,P10_8,P11_1,P11_2,P11_3,P12,P_RACA,P_RELIGIAO,REND1,REND2,REGIAO,FATOR_POND,TIPO_COLETA,AMOSTRA,ID
64.0,5.0,2.0,16.0,2.0,2.0,1.0,1.0,4.0,8.0,3.0,2.0,3.0,5.0,99.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,7.0,8.0,1.0,1.0,1.0,4.0,2.0,4.0,4.0,5.0,,,,,5.0,4.0,6.0,,,,,,1.0,5.0,4.0,1.0,3.0,1.0,99.0,3.0,8.0,0.7055734484834709,4.0,3.0,161417701.0
23.0,1.0,2.0,16.0,1.0,1.0,1.0,1.0,4.0,6.0,1.0,1.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,6.0,8.0,1.0,1.0,1.0,4.0,1.0,5.0,4.0,5.0,1.0,,,,3.0,2.0,6.0,,,,,,9.0,8.0,6.0,1.0,2.0,1.0,5.0,4.0,8.0,0.5231024147703518,4.0,3.0,161417829.0
63.0,5.0,1.0,16.0,1.0,3.0,1.0,1.0,5.0,8.0,1.0,1.0,2.0,6.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,5.0,1.0,1.0,1.0,1.0,1.0,99.0,4.0,5.0,2.0,,,,8.0,1.0,3.0,7.0,6.0,2.0,,,9.0,2.0,3.0,1.0,1.0,15.0,3.0,3.0,1.0,0.34924573382593754,4.0,3.0,161417830.0
36.0,3.0,2.0,15.0,1.0,2.0,1.0,1.0,6.0,8.0,3.0,1.0,5.0,6.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,8.0,1.0,99.0,2.0,1.0,3.0,4.0,1.0,6.0,3.0,,,,6.0,5.0,4.0,,,,,,2.0,6.0,7.0,2.0,3.0,11.0,99.0,99.0,6.0,1.299274505600929,4.0,3.0,161417878.0
62.0,5.0,2.0,16.0,1.0,2.0,2.0,99.0,,,3.0,1.0,2.0,6.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,,,1.0,1.0,1.0,3.0,2.0,2.0,3.0,,,,,,3.0,1.0,8.0,,,,,,2.0,5.0,9.0,2.0,1.0,99.0,4.0,2.0,7.0,2.028834710069603,4.0,3.0,161418153.0
48.0,4.0,1.0,14.0,1.0,1.0,2.0,7.0,,,1.0,3.0,,,2.0,2.0,2.0,2.0,2.0,2.0,2.0,7.0,,,3.0,3.0,3.0,2.0,2.0,5.0,5.0,,,,,,6.0,,,,,,,,4.0,5.0,2.0,2.0,3.0,1.0,2.0,1.0,8.0,0.8460943977085209,4.0,3.0,161418380.0
38.0,3.0,1.0,15.0,1.0,2.0,1.0,1.0,5.0,6.0,1.0,1.0,3.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,7.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,5.0,4.0,6.0,,4.0,5.0,6.0,1.0,2.0,3.0,8.0,,1.0,2.0,3.0,1.0,1.0,1.0,5.0,4.0,2.0,0.6634832573636579,4.0,3.0,161418422.0
46.0,4.0,1.0,16.0,1.0,2.0,2.0,2.0,4.0,5.0,1.0,2.0,4.0,,2.0,2.0,1.0,2.0,1.0,1.0,1.0,4.0,5.0,8.0,1.0,1.0,2.0,2.0,2.0,4.0,2.0,,,,,,2.0,3.0,,,,,,,9.0,1.0,2.0,2.0,3.0,1.0,3.0,3.0,8.0,0.7040296905075331,4.0,3.0,161418692.0
25.0,2.0,1.0,14.0,1.0,6.0,1.0,1.0,5.0,9.0,1.0,1.0,4.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,5.0,,2.0,2.0,1.0,4.0,1.0,5.0,5.0,2.0,,,,,1.0,7.0,,,,,,,8.0,6.0,7.0,1.0,3.0,12.0,6.0,6.0,4.0,1.786371466928816,4.0,2.0,161418983.0
51.0,4.0,2.0,16.0,1.0,2.0,1.0,1.0,5.0,7.0,1.0,2.0,4.0,6.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,4.0,6.0,1.0,1.0,1.0,4.0,1.0,5.0,4.0,5.0,2.0,1.0,3.0,,4.0,2.0,1.0,3.0,6.0,8.0,,,5.0,9.0,4.0,1.0,3.0,1.0,4.0,4.0,8.0,1.4607267255064647,4.0,3.0,161419131.0
44.0,3.0,1.0,14.0,1.0,3.0,2.0,3.0,5.0,9.0,1.0,2.0,3.0,5.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,4.0,5.0,8.0,1.0,1.0,2.0,2.0,1.0,6.0,6.0,2.0,1.0,,,,3.0,6.0,1.0,4.0,,,,,1.0,2.0,6.0,2.0,1.0,19.0,4.0,2.0,3.0,1.439159004702909,4.0,3.0,161419536.0
58.0,4.0,2.0,16.0,1.0,3.0,1.0,5.0,7.0,9.0,1.0,1.0,4.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,5.0,7.0,1.0,1.0,1.0,4.0,1.0,4.0,4.0,1.0,2.0,,,,1.0,3.0,6.0,8.0,4.0,5.0,7.0,2.0,2.0,5.0,3.0,1.0,1.0,1.0,5.0,3.0,8.0,1.4607267255064647,4.0,3.0,161420138.0
45.0,4.0,1.0,16.0,1.0,3.0,1.0,7.0,,,3.0,5.0,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,8.0,,,2.0,2.0,2.0,2.0,2.0,6.0,6.0,,,,,,6.0,,,,,,,,3.0,7.0,1.0,1.0,1.0,2.0,4.0,4.0,6.0,0.33119873084503887,4.0,3.0,161420310.0
56.0,4.0,1.0,14.0,1.0,1.0,2.0,2.0,6.0,8.0,1.0,1.0,2.0,3.0,1.0,1.0,1.0,1.0,2.0,2.0,3.0,1.0,2.0,7.0,3.0,1.0,2.0,2.0,2.0,5.0,6.0,1.0,2.0,,,,6.0,8.0,1.0,,,,,,2.0,5.0,1.0,2.0,4.0,19.0,4.0,3.0,2.0,1.1129379703925364,4.0,3.0,161420323.0
69.0,5.0,1.0,16.0,1.0,1.0,2.0,2.0,4.0,6.0,3.0,2.0,3.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,5.0,4.0,1.0,2.0,1.0,1.0,4.0,1.0,2.0,5.0,6.0,,,6.0,1.0,8.0,5.0,3.0,,,,2.0,5.0,1.0,1.0,1.0,1.0,99.0,99.0,1.0,0.39911845737425694,4.0,3.0,161420324.0
24.0,1.0,2.0,14.0,1.0,5.0,1.0,2.0,4.0,6.0,1.0,3.0,6.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,,,1.0,2.0,1.0,2.0,1.0,4.0,3.0,,,,,,6.0,,,,,,,,2.0,6.0,4.0,1.0,1.0,1.0,6.0,5.0,7.0,0.9180023310470553,4.0,2.0,161420417.0
42.0,3.0,2.0,8.0,1.0,5.0,1.0,5.0,6.0,,1.0,1.0,2.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,2.0,7.0,,,4.0,4.0,1.0,1.0,1.0,5.0,3.0,,,,,,3.0,,,,,,,,6.0,99.0,,1.0,2.0,2.0,6.0,5.0,7.0,1.2103827849613977,4.0,2.0,161420418.0
65.0,5.0,1.0,11.0,2.0,6.0,1.0,2.0,4.0,7.0,1.0,1.0,2.0,5.0,2.0,3.0,3.0,2.0,1.0,3.0,2.0,1.0,4.0,7.0,1.0,4.0,1.0,3.0,4.0,5.0,2.0,,,,,,8.0,1.0,2.0,,,,,,8.0,6.0,9.0,1.0,1.0,1.0,6.0,6.0,7.0,0.6821242928724778,4.0,2.0,161420419.0
35.0,3.0,2.0,16.0,1.0,1.0,1.0,1.0,5.0,8.0,3.0,4.0,5.0,6.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,4.0,7.0,1.0,2.0,2.0,3.0,1.0,2.0,3.0,2.0,1.0,,,,1.0,6.0,2.0,3.0,8.0,,,,2.0,1.0,5.0,2.0,4.0,17.0,99.0,99.0,6.0,1.4848125149600047,4.0,3.0,161420561.0
45.0,4.0,1.0,16.0,1.0,1.0,1.0,3.0,5.0,9.0,1.0,1.0,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,5.0,1.0,1.0,1.0,1.0,1.0,4.0,2.0,1.0,,,,,7.0,,,,,,,,2.0,4.0,99.0,99.0,1.0,1.0,3.0,2.0,8.0,0.8045660026904932,4.0,3.0,161420666.0
58.0,4.0,1.0,15.0,1.0,2.0,2.0,5.0,8.0,9.0,1.0,5.0,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,4.0,7.0,2.0,1.0,2.0,2.0,2.0,4.0,2.0,1.0,5.0,,,,6.0,2.0,1.0,,,,,,8.0,9.0,2.0,2.0,4.0,20.0,3.0,3.0,8.0,0.7040296905075331,4.0,3.0,161420727.0
35.0,3.0,2.0,16.0,2.0,3.0,1.0,1.0,2.0,6.0,1.0,4.0,6.0,,1.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,6.0,7.0,2.0,3.0,99.0,3.0,3.0,1.0,2.0,1.0,,,,,8.0,7.0,,,,,,,4.0,8.0,2.0,1.0,1.0,1.0,6.0,5.0,5.0,1.9124854833764622,4.0,3.0,161420741.0
33.0,2.0,2.0,16.0,1.0,2.0,1.0,1.0,4.0,9.0,1.0,1.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,4.0,1.0,1.0,2.0,3.0,1.0,6.0,6.0,,,,,,5.0,,,,,,,,2.0,1.0,9.0,2.0,1.0,19.0,4.0,3.0,6.0,1.6794153942043324,4.0,3.0,161420817.0
58.0,4.0,2.0,13.0,1.0,1.0,1.0,5.0,7.0,9.0,1.0,2.0,3.0,5.0,1.0,2.0,1.0,1.0,3.0,2.0,1.0,5.0,,,2.0,2.0,2.0,2.0,1.0,2.0,6.0,2.0,5.0,,,,7.0,4.0,1.0,,,,,,5.0,9.0,3.0,1.0,1.0,16.0,3.0,2.0,8.0,1.6037312811866054,4.0,3.0,161420972.0
28.0,2.0,2.0,16.0,1.0,3.0,1.0,4.0,5.0,6.0,1.0,3.0,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,5.0,6.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,1.0,2.0,,,,4.0,6.0,3.0,,,,,,6.0,5.0,9.0,1.0,1.0,19.0,5.0,5.0,3.0,0.9343643392755248,4.0,3.0,161421231.0
29.0,2.0,1.0,16.0,1.0,2.0,1.0,1.0,5.0,7.0,1.0,2.0,4.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,4.0,7.0,1.0,2.0,1.0,3.0,1.0,3.0,2.0,,,,,,2.0,8.0,1.0,,,,,,6.0,2.0,9.0,1.0,1.0,1.0,3.0,3.0,1.0,0.32196610876995907,4.0,3.0,161421556.0
49.0,4.0,2.0,16.0,1.0,3.0,1.0,1.0,5.0,6.0,1.0,1.0,2.0,3.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,3.0,6.0,1.0,1.0,1.0,4.0,1.0,5.0,5.0,,,,,,8.0,7.0,4.0,3.0,6.0,5.0,2.0,1.0,3.0,2.0,9.0,1.0,1.0,20.0,98.0,99.0,6.0,3.60801420905438,4.0,3.0,161421568.0
42.0,3.0,2.0,16.0,1.0,3.0,2.0,8.0,,,1.0,2.0,5.0,,2.0,2.0,2.0,2.0,2.0,1.0,2.0,8.0,,,1.0,1.0,1.0,1.0,1.0,4.0,3.0,,,,,,1.0,6.0,,,,,,,6.0,3.0,9.0,2.0,1.0,10.0,4.0,3.0,6.0,1.299274505600929,4.0,3.0,161421574.0
21.0,1.0,2.0,16.0,1.0,2.0,2.0,9.0,,,2.0,6.0,,,1.0,2.0,1.0,1.0,1.0,2.0,2.0,3.0,,,3.0,2.0,99.0,1.0,2.0,5.0,6.0,,,,,,2.0,,,,,,,,3.0,1.0,2.0,2.0,1.0,18.0,3.0,2.0,8.0,0.4577370034813513,4.0,3.0,161421941.0
43.0,3.0,2.0,16.0,1.0,3.0,1.0,2.0,8.0,,1.0,6.0,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,,,1.0,1.0,1.0,1.0,1.0,2.0,3.0,,,,,,2.0,,,,,,,,7.0,2.0,1.0,1.0,4.0,10.0,4.0,4.0,1.0,0.5313311636463897,4.0,3.0,161422043.0
65.0,5.0,1.0,16.0,1.0,2.0,2.0,5.0,6.0,9.0,3.0,1.0,2.0,6.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,4.0,1.0,1.0,1.0,2.0,2.0,2.0,5.0,2.0,1.0,3.0,,,4.0,3.0,6.0,1.0,,,,,5.0,2.0,1.0,2.0,1.0,1.0,5.0,4.0,8.0,0.9832114862252067,4.0,3.0,161422639.0
46.0,4.0,1.0,15.0,1.0,3.0,2.0,7.0,8.0,9.0,1.0,1.0,4.0,,2.0,2.0,1.0,2.0,2.0,1.0,2.0,1.0,3.0,4.0,2.0,1.0,2.0,2.0,1.0,3.0,1.0,,,,,,3.0,,,,,,,,2.0,1.0,7.0,2.0,1.0,1.0,4.0,99.0,2.0,0.39560467138011923,4.0,3.0,161422696.0
62.0,5.0,1.0,8.0,2.0,6.0,2.0,1.0,5.0,,3.0,1.0,,,1.0,1.0,1.0,1.0,2.0,3.0,2.0,1.0,5.0,,4.0,1.0,1.0,4.0,2.0,99.0,3.0,,,,,,1.0,8.0,,,,,,,2.0,9.0,8.0,2.0,3.0,1.0,6.0,5.0,5.0,1.0386331691796638,4.0,2.0,161422878.0
61.0,5.0,1.0,11.0,2.0,6.0,1.0,1.0,4.0,5.0,1.0,5.0,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,,2.0,2.0,2.0,4.0,1.0,5.0,2.0,,,,,,6.0,,,,,,,,8.0,9.0,7.0,1.0,3.0,1.0,6.0,6.0,5.0,1.0386331691796638,4.0,2.0,161422879.0
75.0,5.0,1.0,11.0,2.0,6.0,1.0,1.0,,,1.0,1.0,,,1.0,1.0,1.0,1.0,1.0,2.0,2.0,4.0,,,1.0,4.0,1.0,4.0,4.0,2.0,2.0,,,,,,1.0,,,,,,,,3.0,9.0,8.0,1.0,1.0,19.0,6.0,6.0,5.0,1.0386331691796638,4.0,2.0,161422880.0
45.0,4.0,2.0,16.0,1.0,2.0,1.0,3.0,5.0,8.0,1.0,1.0,5.0,,2.0,2.0,2.0,2.0,2.0,2.0,2.0,98.0,,,2.0,2.0,2.0,2.0,2.0,3.0,5.0,,,,,,3.0,6.0,4.0,,,,,,9.0,5.0,7.0,1.0,3.0,2.0,6.0,5.0,1.0,0.5394463021914948,4.0,3.0,161423125.0
55.0,4.0,2.0,15.0,1.0,1.0,98.0,4.0,5.0,6.0,1.0,3.0,4.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,5.0,7.0,99.0,1.0,1.0,99.0,1.0,6.0,3.0,1.0,4.0,6.0,5.0,,1.0,8.0,6.0,,,,,,1.0,8.0,3.0,1.0,1.0,11.0,4.0,3.0,1.0,0.6164799025840726,4.0,3.0,161423172.0
30.0,2.0,1.0,15.0,2.0,2.0,1.0,1.0,5.0,6.0,1.0,1.0,4.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,5.0,2.0,1.0,2.0,2.0,1.0,5.0,3.0,,,,,,1.0,6.0,,,,,,,2.0,8.0,3.0,1.0,3.0,19.0,6.0,5.0,5.0,1.175513002110622,4.0,3.0,161423265.0
30.0,2.0,1.0,16.0,1.0,3.0,98.0,99.0,,,98.0,98.0,,,99.0,99.0,99.0,99.0,99.0,99.0,99.0,98.0,,,99.0,99.0,99.0,99.0,99.0,99.0,99.0,,,,,,99.0,,,,,,,,99.0,,,99.0,1.0,99.0,99.0,99.0,8.0,1.2057932882835283,4.0,3.0,161423488.0
53.0,4.0,2.0,13.0,1.0,2.0,2.0,7.0,,,3.0,6.0,,,1.0,1.0,2.0,2.0,1.0,2.0,2.0,7.0,,,2.0,2.0,2.0,2.0,2.0,4.0,6.0,,,,,,4.0,,,,,,,,2.0,6.0,1.0,1.0,3.0,1.0,3.0,3.0,4.0,1.4257154353464017,4.0,3.0,161423614.0
58.0,4.0,2.0,16.0,1.0,1.0,1.0,4.0,5.0,6.0,1.0,2.0,3.0,5.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,4.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,6.0,,,,3.0,7.0,6.0,,,,,,9.0,5.0,8.0,1.0,1.0,1.0,3.0,2.0,3.0,1.6032539123508978,4.0,3.0,161423627.0
19.0,1.0,2.0,14.0,1.0,3.0,1.0,1.0,4.0,9.0,1.0,1.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6.0,7.0,1.0,3.0,1.0,3.0,1.0,5.0,5.0,,,,,,6.0,1.0,3.0,,,,,,2.0,9.0,8.0,1.0,1.0,19.0,5.0,3.0,6.0,0.22038810303789474,4.0,3.0,161423977.0
58.0,4.0,1.0,16.0,1.0,2.0,1.0,5.0,6.0,8.0,1.0,5.0,6.0,,2.0,1.0,2.0,2.0,2.0,2.0,3.0,7.0,8.0,,3.0,2.0,3.0,2.0,2.0,6.0,1.0,,,,,,1.0,,,,,,,,5.0,1.0,6.0,1.0,1.0,1.0,3.0,3.0,2.0,0.39560467138011923,4.0,3.0,161423980.0
55.0,4.0,2.0,16.0,1.0,3.0,1.0,1.0,5.0,7.0,3.0,3.0,5.0,,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,7.0,8.0,1.0,1.0,1.0,4.0,1.0,5.0,5.0,2.0,,,,,3.0,6.0,7.0,2.0,1.0,8.0,4.0,5.0,5.0,4.0,1.0,1.0,1.0,19.0,2.0,2.0,2.0,2.5378640926934057,4.0,3.0,161424234.0
39.0,3.0,1.0,16.0,1.0,2.0,2.0,4.0,5.0,7.0,3.0,3.0,4.0,5.0,1.0,1.0,1.0,2.0,2.0,1.0,3.0,4.0,5.0,7.0,4.0,1.0,1.0,2.0,1.0,2.0,3.0,2.0,1.0,,,,3.0,6.0,1.0,,,,,,1.0,4.0,6.0,1.0,3.0,99.0,4.0,3.0,8.0,0.73541984504408,4.0,3.0,161424395.0
41.0,3.0,1.0,16.0,1.0,1.0,1.0,5.0,,,1.0,4.0,6.0,,2.0,2.0,2.0,2.0,2.0,2.0,2.0,4.0,,,2.0,2.0,2.0,2.0,2.0,5.0,3.0,,,,,,7.0,,,,,,,,2.0,4.0,5.0,1.0,2.0,99.0,4.0,3.0,2.0,0.758229488651705,4.0,3.0,161424408.0
54.0,4.0,1.0,16.0,1.0,1.0,3.0,1.0,,,1.0,6.0,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,7.0,,,2.0,2.0,3.0,2.0,1.0,3.0,1.0,,,,,,8.0,,,,,,,,2.0,1.0,5.0,1.0,1.0,3.0,3.0,3.0,1.0,0.23633421578569633,4.0,3.0,161425840.0
25.0,2.0,2.0,16.0,2.0,3.0,1.0,2.0,5.0,7.0,1.0,1.0,2.0,,1.0,1.0,1.0,2.0,2.0,2.0,2.0,6.0,7.0,8.0,4.0,2.0,2.0,4.0,1.0,2.0,2.0,5.0,4.0,,,,3.0,1.0,5.0,,,,,,1.0,6.0,2.0,1.0,2.0,3.0,5.0,5.0,5.0,3.099572166434131,4.0,3.0,161425843.0
63.0,5.0,2.0,16.0,2.0,1.0,1.0,1.0,5.0,,3.0,1.0,2.0,,1.0,1.0,1.0,1.0,1.0,2.0,2.0,3.0,7.0,8.0,2.0,2.0,1.0,3.0,1.0,5.0,5.0,1.0,,,,,6.0,1.0,5.0,,,,,,5.0,1.0,6.0,1.0,1.0,1.0,4.0,3.0,6.0,1.8042000111594918,4.0,3.0,161426493.0
24.0,1.0,2.0,16.0,1.0,3.0,1.0,1.0,6.0,9.0,2.0,1.0,3.0,6.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,6.0,,2.0,2.0,2.0,2.0,2.0,4.0,4.0,1.0,,,,,4.0,,,,,,,,5.0,7.0,4.0,1.0,3.0,2.0,5.0,4.0,1.0,0.1930588709813088,4.0,3.0,161427380.0
60.0,5.0,2.0,16.0,2.0,3.0,1.0,4.0,5.0,9.0,3.0,2.0,3.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,4.0,5.0,1.0,1.0,1.0,4.0,1.0,4.0,4.0,2.0,1.0,,,,1.0,6.0,5.0,,,,,,2.0,6.0,5.0,1.0,1.0,1.0,4.0,4.0,6.0,1.5787522356434234,4.0,3.0,161428500.0
67.0,5.0,2.0,16.0,1.0,2.0,2.0,1.0,2.0,5.0,1.0,1.0,2.0,6.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,7.0,4.0,1.0,4.0,4.0,2.0,4.0,1.0,,,,,,3.0,8.0,4.0,,,,,,5.0,4.0,9.0,2.0,1.0,19.0,4.0,2.0,8.0,0.6066285570875872,4.0,3.0,161429263.0
20.0,1.0,1.0,16.0,1.0,2.0,1.0,2.0,,,2.0,2.0,,,1.0,1.0,1.0,2.0,2.0,2.0,1.0,3.0,4.0,5.0,1.0,2.0,2.0,2.0,1.0,3.0,6.0,,,,,,6.0,,,,,,,,3.0,8.0,2.0,1.0,1.0,7.0,3.0,2.0,2.0,0.6865537992230168,4.0,3.0,161430755.0
48.0,4.0,1.0,16.0,1.0,2.0,1.0,6.0,8.0,9.0,1.0,2.0,3.0,5.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,4.0,7.0,8.0,2.0,2.0,2.0,2.0,2.0,3.0,4.0,1.0,5.0,2.0,,,5.0,7.0,6.0,3.0,1.0,,,,4.0,5.0,1.0,1.0,1.0,20.0,5.0,3.0,3.0,0.6685461921776391,4.0,3.0,161430918.0
40.0,3.0,2.0,16.0,2.0,3.0,1.0,1.0,5.0,8.0,1.0,1.0,2.0,3.0,1.0,1.0,1.0,1.0,99.0,99.0,2.0,1.0,2.0,3.0,1.0,1.0,2.0,1.0,1.0,1.0,4.0,5.0,2.0,,,,7.0,3.0,8.0,2.0,6.0,,,,2.0,5.0,3.0,1.0,1.0,1.0,98.0,4.0,8.0,1.374782095910022,4.0,3.0,161433294.0
46.0,4.0,1.0,16.0,1.0,1.0,2.0,2.0,3.0,5.0,98.0,98.0,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,4.0,5.0,4.0,1.0,2.0,4.0,3.0,2.0,1.0,,,,,,5.0,,,,,,,,99.0,,,99.0,3.0,3.0,2.0,2.0,1.0,0.23633421578569633,4.0,3.0,161435650.0
52.0,4.0,2.0,16.0,2.0,2.0,1.0,5.0,6.0,9.0,1.0,2.0,3.0,4.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,3.0,4.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,4.0,2.0,,,,1.0,6.0,4.0,8.0,7.0,,,,9.0,3.0,6.0,1.0,1.0,1.0,5.0,5.0,1.0,0.47399789356312744,4.0,3.0,161437192.0
62.0,5.0,1.0,16.0,1.0,1.0,1.0,1.0,2.0,5.0,1.0,1.0,2.0,3.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,2.0,7.0,1.0,1.0,4.0,4.0,1.0,4.0,2.0,1.0,4.0,5.0,,,1.0,6.0,3.0,2.0,4.0,,,,2.0,9.0,5.0,1.0,3.0,10.0,2.0,2.0,2.0,2.3341308526522844,4.0,3.0,161437858.0
60.0,5.0,2.0,7.0,2.0,6.0,2.0,1.0,3.0,4.0,3.0,1.0,,,1.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,3.0,4.0,2.0,1.0,2.0,1.0,1.0,2.0,,,,,,1.0,,,,,,,,2.0,3.0,5.0,1.0,1.0,1.0,99.0,99.0,4.0,1.1475108640611624,4.0,2.0,161440270.0
45.0,4.0,2.0,8.0,1.0,5.0,1.0,1.0,5.0,6.0,3.0,1.0,,,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,,,4.0,1.0,1.0,4.0,1.0,2.0,2.0,,,,,,1.0,4.0,6.0,8.0,,,,,2.0,3.0,5.0,1.0,3.0,11.0,99.0,99.0,4.0,1.4418774525362705,4.0,2.0,161440271.0
46.0,4.0,2.0,11.0,1.0,6.0,1.0,5.0,,,1.0,2.0,,,1.0,99.0,1.0,3.0,3.0,3.0,2.0,3.0,,,2.0,1.0,2.0,1.0,2.0,99.0,3.0,,,,,,3.0,,,,,,,,2.0,99.0,,1.0,3.0,1.0,6.0,5.0,4.0,1.36575192253774,4.0,2.0,161440272.0
47.0,4.0,2.0,14.0,1.0,4.0,1.0,6.0,,,3.0,2.0,,,2.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,5.0,7.0,2.0,2.0,1.0,99.0,1.0,1.0,2.0,,,,,,6.0,,,,,,,,3.0,2.0,5.0,1.0,1.0,1.0,6.0,6.0,4.0,0.7823357899901843,4.0,2.0,161440273.0
20.0,1.0,1.0,16.0,1.0,1.0,1.0,1.0,4.0,9.0,1.0,1.0,3.0,6.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,5.0,8.0,2.0,2.0,2.0,2.0,2.0,1.0,6.0,3.0,5.0,,,,1.0,4.0,2.0,,,,,,1.0,7.0,5.0,1.0,3.0,1.0,4.0,3.0,3.0,0.5783343328097026,4.0,3.0,161443267.0
34.0,2.0,2.0,16.0,1.0,3.0,1.0,1.0,5.0,6.0,3.0,3.0,5.0,,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,6.0,7.0,2.0,2.0,2.0,2.0,2.0,4.0,6.0,,,,,,7.0,3.0,6.0,,,,,,2.0,5.0,3.0,2.0,1.0,3.0,5.0,4.0,1.0,0.41696037617033155,4.0,3.0,161444057.0
57.0,4.0,1.0,16.0,1.0,3.0,1.0,1.0,3.0,9.0,1.0,2.0,5.0,,1.0,1.0,1.0,1.0,1.0,2.0,2.0,4.0,5.0,,2.0,2.0,2.0,2.0,2.0,4.0,5.0,,,,,,3.0,,,,,,,,9.0,1.0,2.0,1.0,1.0,1.0,99.0,99.0,6.0,0.33119873084503887,4.0,3.0,161444556.0
22.0,1.0,2.0,15.0,1.0,2.0,1.0,4.0,5.0,6.0,1.0,3.0,,,2.0,2.0,1.0,3.0,3.0,3.0,2.0,4.0,8.0,,2.0,3.0,4.0,1.0,2.0,5.0,6.0,5.0,,,,,8.0,1.0,,,,,,,6.0,9.0,4.0,2.0,3.0,20.0,1.0,1.0,3.0,1.5550744865212314,4.0,3.0,161445656.0
49.0,4.0,1.0,16.0,1.0,2.0,1.0,1.0,4.0,8.0,3.0,2.0,4.0,5.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,3.0,2.0,1.0,2.0,4.0,2.0,2.0,2.0,5.0,,,,,7.0,6.0,3.0,,,,,,9.0,8.0,4.0,2.0,1.0,19.0,2.0,2.0,3.0,0.6685461921776391,4.0,3.0,161447174.0
31.0,2.0,1.0,16.0,1.0,3.0,2.0,1.0,5.0,,1.0,98.0,,,1.0,1.0,1.0,1.0,2.0,2.0,2.0,98.0,,,1.0,1.0,2.0,2.0,1.0,99.0,99.0,,,,,,99.0,,,,,,,,99.0,,,2.0,3.0,99.0,99.0,99.0,1.0,0.32196610876995907,4.0,3.0,161447195.0
